Area,"CO2 (Mt)",Sector,Date
Anhui,0.262470,Aviation,2019-01
Beijing,0.252492,Aviation,2019-01
Chongqing,0.264950,Aviation,2019-01
Fujian,0.301515,Aviation,2019-01
Gansu,0.097853,Aviation,2019-01
Guangdong,0.289535,Aviation,2019-01
Guangxi,0.056942,Aviation,2019-01
Guizhou,0.188215,Aviation,2019-01
Hainan,0.014292,Aviation,2019-01
Hebei,0.249169,Aviation,2019-01
Heilongjiang,0.100817,Aviation,2019-01
Henan,0.144029,Aviation,2019-01
Hubei,0.121806,Aviation,2019-01
Hunan,0.106966,Aviation,2019-01
"Inner Mongolia",0.118990,Aviation,2019-01
Jiangsu,0.702783,Aviation,2019-01
Jiangxi,0.175721,Aviation,2019-01
Jilin,0.097834,Aviation,2019-01
Liaoning,0.212060,Aviation,2019-01
Ningxia,0.042072,Aviation,2019-01
Qinghai,0.033009,Aviation,2019-01
Shaanxi,0.289498,Aviation,2019-01
Shandong,0.502495,Aviation,2019-01
Shanghai,0.270604,Aviation,2019-01
Shanxi,0.120826,Aviation,2019-01
Sichuan,0.520381,Aviation,2019-01
Tianjin,0.100125,Aviation,2019-01
Tibet,0.019055,Aviation,2019-01
Xinjiang,0.152611,Aviation,2019-01
Yunnan,0.260661,Aviation,2019-01
Zhejiang,0.444948,Aviation,2019-01
Anhui,9.361356,Industry,2019-01
Beijing,0.553442,Industry,2019-01
Chongqing,3.592203,Industry,2019-01
Fujian,8.494753,Industry,2019-01
Gansu,2.547253,Industry,2019-01
Guangdong,15.203938,Industry,2019-01
Guangxi,8.163972,Industry,2019-01
Guizhou,11.370712,Industry,2019-01
Hainan,0.323525,Industry,2019-01
Hebei,45.708972,Industry,2019-01
Heilongjiang,2.255490,Industry,2019-01
Henan,11.101722,Industry,2019-01
Hubei,19.673577,Industry,2019-01
Hunan,6.927385,Industry,2019-01
"Inner Mongolia",5.647502,Industry,2019-01
Jiangsu,27.776737,Industry,2019-01
Jiangxi,6.674398,Industry,2019-01
Jilin,3.431099,Industry,2019-01
Liaoning,16.495507,Industry,2019-01
Ningxia,1.088503,Industry,2019-01
Qinghai,1.659843,Industry,2019-01
Shaanxi,4.725629,Industry,2019-01
Shandong,24.061649,Industry,2019-01
Shanghai,4.395916,Industry,2019-01
Shanxi,11.373100,Industry,2019-01
Sichuan,11.754739,Industry,2019-01
Tianjin,5.125401,Industry,2019-01
Tibet,0.074923,Industry,2019-01
Xinjiang,3.702348,Industry,2019-01
Yunnan,12.274567,Industry,2019-01
Zhejiang,11.316435,Industry,2019-01
Anhui,19.830461,Power,2019-01
Beijing,3.069393,Power,2019-01
Chongqing,3.435386,Power,2019-01
Fujian,6.898015,Power,2019-01
Gansu,8.981079,Power,2019-01
Guangdong,13.678077,Power,2019-01
Guangxi,5.536214,Power,2019-01
Guizhou,7.669542,Power,2019-01
Hainan,1.365016,Power,2019-01
Hebei,27.135138,Power,2019-01
Heilongjiang,6.386771,Power,2019-01
Henan,23.183941,Power,2019-01
Hubei,10.020831,Power,2019-01
Hunan,7.438707,Power,2019-01
"Inner Mongolia",33.113384,Power,2019-01
Jiangsu,32.269600,Power,2019-01
Jiangxi,7.156431,Power,2019-01
Jilin,4.963197,Power,2019-01
Liaoning,13.252688,Power,2019-01
Ningxia,9.500163,Power,2019-01
Qinghai,3.706998,Power,2019-01
Shaanxi,15.319219,Power,2019-01
Shandong,44.455910,Power,2019-01
Shanghai,5.082788,Power,2019-01
Shanxi,21.408819,Power,2019-01
Sichuan,3.170369,Power,2019-01
Tianjin,5.391693,Power,2019-01
Tibet,0.017599,Power,2019-01
Xinjiang,19.994617,Power,2019-01
Yunnan,1.377874,Power,2019-01
Zhejiang,13.496550,Power,2019-01
Anhui,0.316375,Residential,2019-01
Beijing,8.007364,Residential,2019-01
Chongqing,0.000000,Residential,2019-01
Fujian,0.000000,Residential,2019-01
Gansu,3.271859,Residential,2019-01
Guangdong,0.000000,Residential,2019-01
Guangxi,0.000000,Residential,2019-01
Guizhou,0.013793,Residential,2019-01
Hainan,0.000000,Residential,2019-01
Hebei,10.757248,Residential,2019-01
Heilongjiang,9.782540,Residential,2019-01
Henan,6.463209,Residential,2019-01
Hubei,0.184501,Residential,2019-01
Hunan,0.000000,Residential,2019-01
"Inner Mongolia",7.687585,Residential,2019-01
Jiangsu,0.000451,Residential,2019-01
Jiangxi,0.000000,Residential,2019-01
Jilin,8.093936,Residential,2019-01
Liaoning,15.078266,Residential,2019-01
Ningxia,1.747607,Residential,2019-01
Qinghai,1.003878,Residential,2019-01
Shaanxi,4.836657,Residential,2019-01
Shandong,18.570016,Residential,2019-01
Shanghai,0.000000,Residential,2019-01
Shanxi,8.495893,Residential,2019-01
Sichuan,0.000000,Residential,2019-01
Tianjin,6.439374,Residential,2019-01
Tibet,0.018788,Residential,2019-01
Xinjiang,5.063788,Residential,2019-01
Yunnan,0.046219,Residential,2019-01
Zhejiang,0.000000,Residential,2019-01
Anhui,29.770664,Total,2019-01
Beijing,11.882696,Total,2019-01
Chongqing,7.292536,Total,2019-01
Fujian,15.694285,Total,2019-01
Gansu,14.898039,Total,2019-01
Guangdong,29.171548,Total,2019-01
Guangxi,13.757127,Total,2019-01
Guizhou,19.242264,Total,2019-01
Hainan,1.702834,Total,2019-01
Hebei,83.850523,Total,2019-01
Heilongjiang,18.525616,Total,2019-01
Henan,40.892902,Total,2019-01
Hubei,30.000715,Total,2019-01
Hunan,14.473056,Total,2019-01
"Inner Mongolia",46.567459,Total,2019-01
Jiangsu,60.749571,Total,2019-01
Jiangxi,14.006547,Total,2019-01
Jilin,16.586066,Total,2019-01
Liaoning,45.038518,Total,2019-01
Ningxia,12.378345,Total,2019-01
Qinghai,6.403730,Total,2019-01
Shaanxi,25.171005,Total,2019-01
Shandong,87.590067,Total,2019-01
Shanghai,9.749311,Total,2019-01
Shanxi,41.398648,Total,2019-01
Sichuan,15.445489,Total,2019-01
Tianjin,17.056590,Total,2019-01
Tibet,0.130365,Total,2019-01
Xinjiang,28.913364,Total,2019-01
Yunnan,13.959323,Total,2019-01
Zhejiang,25.257927,Total,2019-01
Anhui,0.262849,Aviation,2019-02
Beijing,0.252857,Aviation,2019-02
Chongqing,0.273043,Aviation,2019-02
Fujian,0.301950,Aviation,2019-02
Gansu,0.100846,Aviation,2019-02
Guangdong,0.304794,Aviation,2019-02
Guangxi,0.059940,Aviation,2019-02
Guizhou,0.193965,Aviation,2019-02
Hainan,0.015046,Aviation,2019-02
Hebei,0.249530,Aviation,2019-02
Heilongjiang,0.101662,Aviation,2019-02
Henan,0.151618,Aviation,2019-02
Hubei,0.128226,Aviation,2019-02
Hunan,0.112602,Aviation,2019-02
"Inner Mongolia",0.119160,Aviation,2019-02
Jiangsu,0.703797,Aviation,2019-02
Jiangxi,0.175970,Aviation,2019-02
Jilin,0.098660,Aviation,2019-02
Liaoning,0.213845,Aviation,2019-02
Ningxia,0.043358,Aviation,2019-02
Qinghai,0.034018,Aviation,2019-02
Shaanxi,0.298344,Aviation,2019-02
Shandong,0.503222,Aviation,2019-02
Shanghai,0.270995,Aviation,2019-02
Shanxi,0.121003,Aviation,2019-02
Sichuan,0.536277,Aviation,2019-02
Tianjin,0.100269,Aviation,2019-02
Tibet,0.019641,Aviation,2019-02
Xinjiang,0.157276,Aviation,2019-02
Yunnan,0.268624,Aviation,2019-02
Zhejiang,0.445592,Aviation,2019-02
Anhui,7.120872,Industry,2019-02
Beijing,0.420983,Industry,2019-02
Chongqing,2.732469,Industry,2019-02
Fujian,6.461676,Industry,2019-02
Gansu,1.937612,Industry,2019-02
Guangdong,11.565131,Industry,2019-02
Guangxi,6.210061,Industry,2019-02
Guizhou,8.649327,Industry,2019-02
Hainan,0.246097,Industry,2019-02
Hebei,34.769301,Industry,2019-02
Heilongjiang,1.715679,Industry,2019-02
Henan,8.444716,Industry,2019-02
Hubei,14.965039,Industry,2019-02
Hunan,5.269433,Industry,2019-02
"Inner Mongolia",4.295866,Industry,2019-02
Jiangsu,21.128842,Industry,2019-02
Jiangxi,5.076994,Industry,2019-02
Jilin,2.609922,Industry,2019-02
Liaoning,12.547581,Industry,2019-02
Ningxia,0.827991,Industry,2019-02
Qinghai,1.262592,Industry,2019-02
Shaanxi,3.594628,Industry,2019-02
Shandong,18.302896,Industry,2019-02
Shanghai,3.343827,Industry,2019-02
Shanxi,8.651140,Industry,2019-02
Sichuan,8.941437,Industry,2019-02
Tianjin,3.898720,Industry,2019-02
Tibet,0.056989,Industry,2019-02
Xinjiang,2.816252,Industry,2019-02
Yunnan,9.336857,Industry,2019-02
Zhejiang,8.608035,Industry,2019-02
Anhui,15.323538,Power,2019-02
Beijing,2.371806,Power,2019-02
Chongqing,2.654614,Power,2019-02
Fujian,5.330284,Power,2019-02
Gansu,6.939926,Power,2019-02
Guangdong,10.569423,Power,2019-02
Guangxi,4.277983,Power,2019-02
Guizhou,5.926460,Power,2019-02
Hainan,1.054786,Power,2019-02
Hebei,20.968062,Power,2019-02
Heilongjiang,4.935230,Power,2019-02
Henan,17.914862,Power,2019-02
Hubei,7.743369,Power,2019-02
Hunan,5.748094,Power,2019-02
"Inner Mongolia",25.587615,Power,2019-02
Jiangsu,24.935600,Power,2019-02
Jiangxi,5.529970,Power,2019-02
Jilin,3.835196,Power,2019-02
Liaoning,10.240713,Power,2019-02
Ningxia,7.341035,Power,2019-02
Qinghai,2.864500,Power,2019-02
Shaanxi,11.837581,Power,2019-02
Shandong,34.352292,Power,2019-02
Shanghai,3.927611,Power,2019-02
Shanxi,16.543182,Power,2019-02
Sichuan,2.449832,Power,2019-02
Tianjin,4.166305,Power,2019-02
Tibet,0.013601,Power,2019-02
Xinjiang,15.450386,Power,2019-02
Yunnan,1.064723,Power,2019-02
Zhejiang,10.429150,Power,2019-02
Anhui,0.278058,Residential,2019-02
Beijing,7.037541,Residential,2019-02
Chongqing,0.000000,Residential,2019-02
Fujian,0.000000,Residential,2019-02
Gansu,2.875583,Residential,2019-02
Guangdong,0.000000,Residential,2019-02
Guangxi,0.000000,Residential,2019-02
Guizhou,0.012121,Residential,2019-02
Hainan,0.000000,Residential,2019-02
Hebei,9.454368,Residential,2019-02
Heilongjiang,8.597716,Residential,2019-02
Henan,5.680408,Residential,2019-02
Hubei,0.162156,Residential,2019-02
Hunan,0.000000,Residential,2019-02
"Inner Mongolia",6.756489,Residential,2019-02
Jiangsu,0.000397,Residential,2019-02
Jiangxi,0.000000,Residential,2019-02
Jilin,7.113625,Residential,2019-02
Liaoning,13.252039,Residential,2019-02
Ningxia,1.535946,Residential,2019-02
Qinghai,0.882288,Residential,2019-02
Shaanxi,4.250858,Residential,2019-02
Shandong,16.320885,Residential,2019-02
Shanghai,0.000000,Residential,2019-02
Shanxi,7.466902,Residential,2019-02
Sichuan,0.000000,Residential,2019-02
Tianjin,5.659458,Residential,2019-02
Tibet,0.016514,Residential,2019-02
Xinjiang,4.450481,Residential,2019-02
Yunnan,0.040622,Residential,2019-02
Zhejiang,0.000000,Residential,2019-02
Anhui,22.985318,Total,2019-02
Beijing,10.083192,Total,2019-02
Chongqing,5.660129,Total,2019-02
Fujian,12.093912,Total,2019-02
Gansu,11.853958,Total,2019-02
Guangdong,22.439345,Total,2019-02
Guangxi,10.547988,Total,2019-02
Guizhou,14.781878,Total,2019-02
Hainan,1.315927,Total,2019-02
Hebei,65.441257,Total,2019-02
Heilongjiang,15.350286,Total,2019-02
Henan,32.191602,Total,2019-02
Hubei,22.998786,Total,2019-02
Hunan,11.130124,Total,2019-02
"Inner Mongolia",36.759133,Total,2019-02
Jiangsu,46.768637,Total,2019-02
Jiangxi,10.782940,Total,2019-02
Jilin,13.657408,Total,2019-02
Liaoning,36.254181,Total,2019-02
Ningxia,9.748323,Total,2019-02
Qinghai,5.043398,Total,2019-02
Shaanxi,19.981413,Total,2019-02
Shandong,69.479294,Total,2019-02
Shanghai,7.542432,Total,2019-02
Shanxi,32.782225,Total,2019-02
Sichuan,11.927545,Total,2019-02
Tianjin,13.824757,Total,2019-02
Tibet,0.106741,Total,2019-02
Xinjiang,22.874393,Total,2019-02
Yunnan,10.710824,Total,2019-02
Zhejiang,19.482779,Total,2019-02
Anhui,0.279402,Aviation,2019-03
Beijing,0.268784,Aviation,2019-03
Chongqing,0.283565,Aviation,2019-03
Fujian,0.320967,Aviation,2019-03
Gansu,0.104728,Aviation,2019-03
Guangdong,0.309572,Aviation,2019-03
Guangxi,0.060879,Aviation,2019-03
Guizhou,0.201444,Aviation,2019-03
Hainan,0.015283,Aviation,2019-03
Hebei,0.265244,Aviation,2019-03
Heilongjiang,0.102911,Aviation,2019-03
Henan,0.153996,Aviation,2019-03
Hubei,0.130236,Aviation,2019-03
Hunan,0.114366,Aviation,2019-03
"Inner Mongolia",0.126663,Aviation,2019-03
Jiangsu,0.748118,Aviation,2019-03
Jiangxi,0.187056,Aviation,2019-03
Jilin,0.099867,Aviation,2019-03
Liaoning,0.216469,Aviation,2019-03
Ningxia,0.045027,Aviation,2019-03
Qinghai,0.035329,Aviation,2019-03
Shaanxi,0.309845,Aviation,2019-03
Shandong,0.534912,Aviation,2019-03
Shanghai,0.288062,Aviation,2019-03
Shanxi,0.128621,Aviation,2019-03
Sichuan,0.556952,Aviation,2019-03
Tianjin,0.106582,Aviation,2019-03
Tibet,0.020393,Aviation,2019-03
Xinjiang,0.163336,Aviation,2019-03
Yunnan,0.278979,Aviation,2019-03
Zhejiang,0.473651,Aviation,2019-03
Anhui,11.538593,Industry,2019-03
Beijing,0.660324,Industry,2019-03
Chongqing,3.757336,Industry,2019-03
Fujian,9.171977,Industry,2019-03
Gansu,3.250102,Industry,2019-03
Guangdong,16.403558,Industry,2019-03
Guangxi,8.789314,Industry,2019-03
Guizhou,11.125737,Industry,2019-03
Hainan,0.439785,Industry,2019-03
Hebei,50.469090,Industry,2019-03
Heilongjiang,2.523007,Industry,2019-03
Henan,12.647328,Industry,2019-03
Hubei,21.951373,Industry,2019-03
Hunan,8.221376,Industry,2019-03
"Inner Mongolia",6.498669,Industry,2019-03
Jiangsu,32.592297,Industry,2019-03
Jiangxi,7.222040,Industry,2019-03
Jilin,3.640393,Industry,2019-03
Liaoning,17.401713,Industry,2019-03
Ningxia,1.341305,Industry,2019-03
Qinghai,1.889546,Industry,2019-03
Shaanxi,5.671018,Industry,2019-03
Shandong,26.975379,Industry,2019-03
Shanghai,4.958794,Industry,2019-03
Shanxi,11.258677,Industry,2019-03
Sichuan,13.239850,Industry,2019-03
Tianjin,6.781490,Industry,2019-03
Tibet,0.089179,Industry,2019-03
Xinjiang,4.699924,Industry,2019-03
Yunnan,14.756570,Industry,2019-03
Zhejiang,13.220626,Industry,2019-03
Anhui,16.645503,Power,2019-03
Beijing,2.330202,Power,2019-03
Chongqing,2.673800,Power,2019-03
Fujian,6.148800,Power,2019-03
Gansu,7.731000,Power,2019-03
Guangdong,15.609901,Power,2019-03
Guangxi,4.501202,Power,2019-03
Guizhou,8.349000,Power,2019-03
Hainan,1.339399,Power,2019-03
Hebei,22.817399,Power,2019-03
Heilongjiang,5.490800,Power,2019-03
Henan,15.981901,Power,2019-03
Hubei,8.008800,Power,2019-03
Hunan,4.519802,Power,2019-03
"Inner Mongolia",30.098501,Power,2019-03
Jiangsu,28.728001,Power,2019-03
Jiangxi,5.659203,Power,2019-03
Jilin,4.341601,Power,2019-03
Liaoning,11.542998,Power,2019-03
Ningxia,7.873899,Power,2019-03
Qinghai,2.866499,Power,2019-03
Shaanxi,13.508001,Power,2019-03
Shandong,38.362502,Power,2019-03
Shanghai,4.149600,Power,2019-03
Shanxi,17.760003,Power,2019-03
Sichuan,3.079799,Power,2019-03
Tianjin,4.479300,Power,2019-03
Tibet,0.020798,Power,2019-03
Xinjiang,17.159999,Power,2019-03
Yunnan,1.244901,Power,2019-03
Zhejiang,15.483702,Power,2019-03
Anhui,0.209112,Residential,2019-03
Beijing,5.292524,Residential,2019-03
Chongqing,0.000000,Residential,2019-03
Fujian,0.000000,Residential,2019-03
Gansu,2.162559,Residential,2019-03
Guangdong,0.000000,Residential,2019-03
Guangxi,0.000000,Residential,2019-03
Guizhou,0.009118,Residential,2019-03
Hainan,0.000000,Residential,2019-03
Hebei,7.110081,Residential,2019-03
Heilongjiang,6.465845,Residential,2019-03
Henan,4.271906,Residential,2019-03
Hubei,0.121949,Residential,2019-03
Hunan,0.000000,Residential,2019-03
"Inner Mongolia",5.081165,Residential,2019-03
Jiangsu,0.000300,Residential,2019-03
Jiangxi,0.000000,Residential,2019-03
Jilin,5.349746,Residential,2019-03
Liaoning,9.966091,Residential,2019-03
Ningxia,1.155096,Residential,2019-03
Qinghai,0.663516,Residential,2019-03
Shaanxi,3.196823,Residential,2019-03
Shandong,12.273991,Residential,2019-03
Shanghai,0.000000,Residential,2019-03
Shanxi,5.615423,Residential,2019-03
Sichuan,0.000000,Residential,2019-03
Tianjin,4.256149,Residential,2019-03
Tibet,0.012419,Residential,2019-03
Xinjiang,3.346952,Residential,2019-03
Yunnan,0.030548,Residential,2019-03
Zhejiang,0.000000,Residential,2019-03
Anhui,28.672607,Total,2019-03
Beijing,8.551831,Total,2019-03
Chongqing,6.714705,Total,2019-03
Fujian,15.641742,Total,2019-03
Gansu,13.248389,Total,2019-03
Guangdong,32.323031,Total,2019-03
Guangxi,13.351396,Total,2019-03
Guizhou,19.685295,Total,2019-03
Hainan,1.794463,Total,2019-03
Hebei,80.661814,Total,2019-03
Heilongjiang,14.582560,Total,2019-03
Henan,33.055129,Total,2019-03
Hubei,30.212359,Total,2019-03
Hunan,12.855544,Total,2019-03
"Inner Mongolia",41.805002,Total,2019-03
Jiangsu,62.068715,Total,2019-03
Jiangxi,13.068292,Total,2019-03
Jilin,13.431608,Total,2019-03
Liaoning,39.127276,Total,2019-03
Ningxia,10.415326,Total,2019-03
Qinghai,5.454897,Total,2019-03
Shaanxi,22.685691,Total,2019-03
Shandong,78.146782,Total,2019-03
Shanghai,9.396456,Total,2019-03
Shanxi,34.762725,Total,2019-03
Sichuan,16.876600,Total,2019-03
Tianjin,15.623525,Total,2019-03
Tibet,0.142792,Total,2019-03
Xinjiang,25.370209,Total,2019-03
Yunnan,16.310999,Total,2019-03
Zhejiang,29.177978,Total,2019-03
Anhui,0.267430,Aviation,2019-04
Beijing,0.257264,Aviation,2019-04
Chongqing,0.289893,Aviation,2019-04
Fujian,0.307207,Aviation,2019-04
Gansu,0.107065,Aviation,2019-04
Guangdong,0.310066,Aviation,2019-04
Guangxi,0.060980,Aviation,2019-04
Guizhou,0.205941,Aviation,2019-04
Hainan,0.015308,Aviation,2019-04
Hebei,0.253879,Aviation,2019-04
Heilongjiang,0.102336,Aviation,2019-04
Henan,0.154245,Aviation,2019-04
Hubei,0.130443,Aviation,2019-04
Hunan,0.114552,Aviation,2019-04
"Inner Mongolia",0.123276,Aviation,2019-04
Jiangsu,0.716060,Aviation,2019-04
Jiangxi,0.179037,Aviation,2019-04
Jilin,0.097869,Aviation,2019-04
Liaoning,0.212725,Aviation,2019-04
Ningxia,0.046033,Aviation,2019-04
Qinghai,0.036118,Aviation,2019-04
Shaanxi,0.316757,Aviation,2019-04
Shandong,0.511988,Aviation,2019-04
Shanghai,0.275719,Aviation,2019-04
Shanxi,0.123110,Aviation,2019-04
Sichuan,0.569379,Aviation,2019-04
Tianjin,0.102016,Aviation,2019-04
Tibet,0.020849,Aviation,2019-04
Xinjiang,0.166981,Aviation,2019-04
Yunnan,0.285203,Aviation,2019-04
Zhejiang,0.453357,Aviation,2019-04
Anhui,11.669018,Industry,2019-04
Beijing,0.612346,Industry,2019-04
Chongqing,4.082373,Industry,2019-04
Fujian,9.280011,Industry,2019-04
Gansu,3.439025,Industry,2019-04
Guangdong,16.648763,Industry,2019-04
Guangxi,7.579148,Industry,2019-04
Guizhou,11.535491,Industry,2019-04
Hainan,0.407441,Industry,2019-04
Hebei,58.476948,Industry,2019-04
Heilongjiang,2.657431,Industry,2019-04
Henan,14.167781,Industry,2019-04
Hubei,23.427343,Industry,2019-04
Hunan,7.872364,Industry,2019-04
"Inner Mongolia",6.815053,Industry,2019-04
Jiangsu,32.284321,Industry,2019-04
Jiangxi,7.387082,Industry,2019-04
Jilin,3.896477,Industry,2019-04
Liaoning,17.892242,Industry,2019-04
Ningxia,1.699460,Industry,2019-04
Qinghai,2.369719,Industry,2019-04
Shaanxi,6.077904,Industry,2019-04
Shandong,29.417592,Industry,2019-04
Shanghai,4.845578,Industry,2019-04
Shanxi,13.154620,Industry,2019-04
Sichuan,13.793022,Industry,2019-04
Tianjin,7.724587,Industry,2019-04
Tibet,0.128062,Industry,2019-04
Xinjiang,5.612200,Industry,2019-04
Yunnan,15.476482,Industry,2019-04
Zhejiang,13.673247,Industry,2019-04
Anhui,15.746400,Power,2019-04
Beijing,1.427398,Power,2019-04
Chongqing,2.668004,Power,2019-04
Fujian,6.394503,Power,2019-04
Gansu,5.112002,Power,2019-04
Guangdong,15.402501,Power,2019-04
Guangxi,4.527599,Power,2019-04
Guizhou,7.801201,Power,2019-04
Hainan,1.457798,Power,2019-04
Hebei,21.144600,Power,2019-04
Heilongjiang,5.372401,Power,2019-04
Henan,14.859601,Power,2019-04
Hubei,6.787600,Power,2019-04
Hunan,3.888001,Power,2019-04
"Inner Mongolia",29.962499,Power,2019-04
Jiangsu,26.789997,Power,2019-04
Jiangxi,5.688002,Power,2019-04
Jilin,3.844798,Power,2019-04
Liaoning,9.777596,Power,2019-04
Ningxia,6.681099,Power,2019-04
Qinghai,1.169999,Power,2019-04
Shaanxi,11.800798,Power,2019-04
Shandong,37.730098,Power,2019-04
Shanghai,3.152799,Power,2019-04
Shanxi,18.087998,Power,2019-04
Sichuan,2.946399,Power,2019-04
Tianjin,3.798898,Power,2019-04
Tibet,0.020802,Power,2019-04
Xinjiang,15.404998,Power,2019-04
Yunnan,1.752297,Power,2019-04
Zhejiang,14.559102,Power,2019-04
Anhui,0.151225,Residential,2019-04
Beijing,3.827391,Residential,2019-04
Chongqing,0.000000,Residential,2019-04
Fujian,0.000000,Residential,2019-04
Gansu,1.563896,Residential,2019-04
Guangdong,0.000000,Residential,2019-04
Guangxi,0.000000,Residential,2019-04
Guizhou,0.006592,Residential,2019-04
Hainan,0.000000,Residential,2019-04
Hebei,5.141788,Residential,2019-04
Heilongjiang,4.675898,Residential,2019-04
Henan,3.089310,Residential,2019-04
Hubei,0.088192,Residential,2019-04
Hunan,0.000000,Residential,2019-04
"Inner Mongolia",3.674540,Residential,2019-04
Jiangsu,0.000216,Residential,2019-04
Jiangxi,0.000000,Residential,2019-04
Jilin,3.868774,Residential,2019-04
Liaoning,7.207168,Residential,2019-04
Ningxia,0.835328,Residential,2019-04
Qinghai,0.479835,Residential,2019-04
Shaanxi,2.311844,Residential,2019-04
Shandong,8.876167,Residential,2019-04
Shanghai,0.000000,Residential,2019-04
Shanxi,4.060899,Residential,2019-04
Sichuan,0.000000,Residential,2019-04
Tianjin,3.077915,Residential,2019-04
Tibet,0.008983,Residential,2019-04
Xinjiang,2.420409,Residential,2019-04
Yunnan,0.022094,Residential,2019-04
Zhejiang,0.000000,Residential,2019-04
Anhui,27.834067,Total,2019-04
Beijing,6.124400,Total,2019-04
Chongqing,7.040269,Total,2019-04
Fujian,15.981720,Total,2019-04
Gansu,10.221990,Total,2019-04
Guangdong,32.361335,Total,2019-04
Guangxi,12.167730,Total,2019-04
Guizhou,19.549221,Total,2019-04
Hainan,1.880548,Total,2019-04
Hebei,85.017218,Total,2019-04
Heilongjiang,12.808064,Total,2019-04
Henan,32.270937,Total,2019-04
Hubei,30.433573,Total,2019-04
Hunan,11.874920,Total,2019-04
"Inner Mongolia",40.575365,Total,2019-04
Jiangsu,59.790594,Total,2019-04
Jiangxi,13.254117,Total,2019-04
Jilin,11.707918,Total,2019-04
Liaoning,35.089732,Total,2019-04
Ningxia,9.261922,Total,2019-04
Qinghai,4.055666,Total,2019-04
Shaanxi,20.507308,Total,2019-04
Shandong,76.535848,Total,2019-04
Shanghai,8.274094,Total,2019-04
Shanxi,35.426629,Total,2019-04
Sichuan,17.308802,Total,2019-04
Tianjin,14.703423,Total,2019-04
Tibet,0.178694,Total,2019-04
Xinjiang,23.604594,Total,2019-04
Yunnan,17.536074,Total,2019-04
Zhejiang,28.685698,Total,2019-04
Anhui,0.278132,Aviation,2019-05
Beijing,0.267559,Aviation,2019-05
Chongqing,0.302908,Aviation,2019-05
Fujian,0.319508,Aviation,2019-05
Gansu,0.111873,Aviation,2019-05
Guangdong,0.323283,Aviation,2019-05
Guangxi,0.063581,Aviation,2019-05
Guizhou,0.215186,Aviation,2019-05
Hainan,0.015958,Aviation,2019-05
Hebei,0.264042,Aviation,2019-05
Heilongjiang,0.107228,Aviation,2019-05
Henan,0.160819,Aviation,2019-05
Hubei,0.136003,Aviation,2019-05
Hunan,0.119432,Aviation,2019-05
"Inner Mongolia",0.128211,Aviation,2019-05
Jiangsu,0.744723,Aviation,2019-05
Jiangxi,0.186205,Aviation,2019-05
Jilin,0.102554,Aviation,2019-05
Liaoning,0.222906,Aviation,2019-05
Ningxia,0.048100,Aviation,2019-05
Qinghai,0.037738,Aviation,2019-05
Shaanxi,0.330975,Aviation,2019-05
Shandong,0.532484,Aviation,2019-05
Shanghai,0.286754,Aviation,2019-05
Shanxi,0.128039,Aviation,2019-05
Sichuan,0.594933,Aviation,2019-05
Tianjin,0.106100,Aviation,2019-05
Tibet,0.021786,Aviation,2019-05
Xinjiang,0.174479,Aviation,2019-05
Yunnan,0.298006,Aviation,2019-05
Zhejiang,0.471502,Aviation,2019-05
Anhui,11.841062,Industry,2019-05
Beijing,0.763390,Industry,2019-05
Chongqing,3.912413,Industry,2019-05
Fujian,9.700471,Industry,2019-05
Gansu,3.092861,Industry,2019-05
Guangdong,17.818841,Industry,2019-05
Guangxi,7.055256,Industry,2019-05
Guizhou,11.495398,Industry,2019-05
Hainan,0.418225,Industry,2019-05
Hebei,60.118266,Industry,2019-05
Heilongjiang,3.017927,Industry,2019-05
Henan,15.751684,Industry,2019-05
Hubei,26.548586,Industry,2019-05
Hunan,8.207778,Industry,2019-05
"Inner Mongolia",7.597074,Industry,2019-05
Jiangsu,33.149333,Industry,2019-05
Jiangxi,7.927645,Industry,2019-05
Jilin,4.045640,Industry,2019-05
Liaoning,18.214190,Industry,2019-05
Ningxia,1.880265,Industry,2019-05
Qinghai,2.302543,Industry,2019-05
Shaanxi,7.072804,Industry,2019-05
Shandong,31.996348,Industry,2019-05
Shanghai,5.448451,Industry,2019-05
Shanxi,14.283961,Industry,2019-05
Sichuan,14.731320,Industry,2019-05
Tianjin,8.114648,Industry,2019-05
Tibet,0.163936,Industry,2019-05
Xinjiang,6.224636,Industry,2019-05
Yunnan,15.680391,Industry,2019-05
Zhejiang,14.612202,Industry,2019-05
Anhui,16.248600,Power,2019-05
Beijing,1.384702,Power,2019-05
Chongqing,2.024198,Power,2019-05
Fujian,6.696895,Power,2019-05
Gansu,3.618001,Power,2019-05
Guangdong,15.353698,Power,2019-05
Guangxi,6.118200,Power,2019-05
Guizhou,6.897000,Power,2019-05
Hainan,1.472599,Power,2019-05
Hebei,22.715398,Power,2019-05
Heilongjiang,5.402000,Power,2019-05
Henan,15.407701,Power,2019-05
Hubei,6.936699,Power,2019-05
Hunan,3.321000,Power,2019-05
"Inner Mongolia",29.639500,Power,2019-05
Jiangsu,25.399202,Power,2019-05
Jiangxi,5.515193,Power,2019-05
Jilin,3.563998,Power,2019-05
Liaoning,9.913398,Power,2019-05
Ningxia,7.497602,Power,2019-05
Qinghai,0.858001,Power,2019-05
Shaanxi,11.352000,Power,2019-05
Shandong,38.102100,Power,2019-05
Shanghai,2.687999,Power,2019-05
Shanxi,18.639998,Power,2019-05
