Area,"CO2 (Mt)",Sector,Date
Sichuan,5.681707,Power,2024-04
Tianjin,4.266994,Power,2024-04
Tibet,0.030734,Power,2024-04
Xinjiang,20.239118,Power,2024-04
Yunnan,4.798961,Power,2024-04
Zhejiang,15.379644,Power,2024-04
Anhui,0.144498,Residential,2024-04
Beijing,3.311454,Residential,2024-04
Chongqing,0.000000,Residential,2024-04
Fujian,0.000000,Residential,2024-04
Gansu,1.359605,Residential,2024-04
Guangdong,0.000000,Residential,2024-04
Guangxi,0.000000,Residential,2024-04
Guizhou,0.009022,Residential,2024-04
Hainan,0.000000,Residential,2024-04
Hebei,4.640237,Residential,2024-04
Heilongjiang,4.207941,Residential,2024-04
Henan,2.785145,Residential,2024-04
Hubei,0.093776,Residential,2024-04
Hunan,0.000000,Residential,2024-04
"Inner Mongolia",3.302142,Residential,2024-04
Jiangsu,0.006129,Residential,2024-04
Jiangxi,0.000000,Residential,2024-04
Jilin,3.366647,Residential,2024-04
Liaoning,6.740996,Residential,2024-04
Ningxia,0.734086,Residential,2024-04
Qinghai,0.415583,Residential,2024-04
Shaanxi,2.329412,Residential,2024-04
Shandong,8.390681,Residential,2024-04
Shanghai,0.000000,Residential,2024-04
Shanxi,3.758187,Residential,2024-04
Sichuan,0.000000,Residential,2024-04
Tianjin,2.761629,Residential,2024-04
Tibet,0.007450,Residential,2024-04
Xinjiang,2.307964,Residential,2024-04
Yunnan,0.009133,Residential,2024-04
Zhejiang,0.000000,Residential,2024-04
Anhui,31.214647,Total,2024-04
Beijing,7.971963,Total,2024-04
Chongqing,10.360192,Total,2024-04
Fujian,20.933185,Total,2024-04
Gansu,12.795014,Total,2024-04
Guangdong,39.257671,Total,2024-04
Guangxi,22.220658,Total,2024-04
Guizhou,17.955057,Total,2024-04
Hainan,4.903088,Total,2024-04
Hebei,76.364901,Total,2024-04
Heilongjiang,14.368624,Total,2024-04
Henan,31.798950,Total,2024-04
Hubei,33.827049,Total,2024-04
Hunan,14.205581,Total,2024-04
"Inner Mongolia",53.895144,Total,2024-04
Jiangsu,65.955095,Total,2024-04
Jiangxi,15.737199,Total,2024-04
Jilin,12.766001,Total,2024-04
Liaoning,33.539171,Total,2024-04
Ningxia,13.482821,Total,2024-04
Qinghai,6.187343,Total,2024-04
Shaanxi,25.048296,Total,2024-04
Shandong,73.616310,Total,2024-04
Shanghai,10.201683,Total,2024-04
Shanxi,39.258289,Total,2024-04
Sichuan,23.476541,Total,2024-04
Tianjin,15.519554,Total,2024-04
Tibet,2.567228,Total,2024-04
Xinjiang,30.621718,Total,2024-04
Yunnan,22.124088,Total,2024-04
Zhejiang,31.918143,Total,2024-04
Anhui,0.301480,Aviation,2024-05
Beijing,0.290371,Aviation,2024-05
Chongqing,0.330597,Aviation,2024-05
Fujian,0.326414,Aviation,2024-05
Gansu,0.133822,Aviation,2024-05
Guangdong,0.344890,Aviation,2024-05
Guangxi,0.068804,Aviation,2024-05
Guizhou,0.240666,Aviation,2024-05
Hainan,0.018803,Aviation,2024-05
Hebei,0.274285,Aviation,2024-05
Heilongjiang,0.110941,Aviation,2024-05
Henan,0.156386,Aviation,2024-05
Hubei,0.144430,Aviation,2024-05
Hunan,0.128740,Aviation,2024-05
"Inner Mongolia",0.145665,Aviation,2024-05
Jiangsu,0.788520,Aviation,2024-05
Jiangxi,0.194758,Aviation,2024-05
Jilin,0.105168,Aviation,2024-05
Liaoning,0.246896,Aviation,2024-05
Ningxia,0.055931,Aviation,2024-05
Qinghai,0.039848,Aviation,2024-05
Shaanxi,0.356191,Aviation,2024-05
Shandong,0.586136,Aviation,2024-05
Shanghai,0.306796,Aviation,2024-05
Shanxi,0.139176,Aviation,2024-05
Sichuan,0.661515,Aviation,2024-05
Tianjin,0.103376,Aviation,2024-05
Tibet,0.027444,Aviation,2024-05
Xinjiang,0.205701,Aviation,2024-05
Yunnan,0.323557,Aviation,2024-05
Zhejiang,0.520841,Aviation,2024-05
Anhui,2.429040,"Ground Transport",2024-05
Beijing,2.668560,"Ground Transport",2024-05
Chongqing,2.633793,"Ground Transport",2024-05
Fujian,2.524301,"Ground Transport",2024-05
Gansu,2.765202,"Ground Transport",2024-05
Guangdong,2.551177,"Ground Transport",2024-05
Guangxi,2.499170,"Ground Transport",2024-05
Guizhou,2.510739,"Ground Transport",2024-05
Hainan,2.540196,"Ground Transport",2024-05
Hebei,2.556720,"Ground Transport",2024-05
Heilongjiang,2.682403,"Ground Transport",2024-05
Henan,2.493320,"Ground Transport",2024-05
Hubei,2.578979,"Ground Transport",2024-05
Hunan,2.583218,"Ground Transport",2024-05
"Inner Mongolia",2.509290,"Ground Transport",2024-05
Jiangsu,2.433968,"Ground Transport",2024-05
Jiangxi,2.468279,"Ground Transport",2024-05
Jilin,2.664945,"Ground Transport",2024-05
Liaoning,2.661695,"Ground Transport",2024-05
Ningxia,2.575811,"Ground Transport",2024-05
Qinghai,2.660520,"Ground Transport",2024-05
Shaanxi,2.603131,"Ground Transport",2024-05
Shandong,2.524811,"Ground Transport",2024-05
Shanghai,2.603797,"Ground Transport",2024-05
Shanxi,2.563624,"Ground Transport",2024-05
Sichuan,2.607295,"Ground Transport",2024-05
Tianjin,2.571383,"Ground Transport",2024-05
Tibet,2.416048,"Ground Transport",2024-05
Xinjiang,2.416048,"Ground Transport",2024-05
Yunnan,2.554574,"Ground Transport",2024-05
Zhejiang,2.444916,"Ground Transport",2024-05
Anhui,11.734884,Industry,2024-05
Beijing,0.431000,Industry,2024-05
Chongqing,4.104687,Industry,2024-05
Fujian,11.207664,Industry,2024-05
Gansu,3.565242,Industry,2024-05
Guangdong,17.667523,Industry,2024-05
Guangxi,12.653595,Industry,2024-05
Guizhou,8.663436,Industry,2024-05
Hainan,0.647723,Industry,2024-05
Hebei,50.659132,Industry,2024-05
Heilongjiang,2.976499,Industry,2024-05
Henan,13.584831,Industry,2024-05
Hubei,25.671512,Industry,2024-05
Hunan,8.488256,Industry,2024-05
"Inner Mongolia",9.665691,Industry,2024-05
Jiangsu,34.066378,Industry,2024-05
Jiangxi,8.430725,Industry,2024-05
Jilin,3.853237,Industry,2024-05
Liaoning,17.949654,Industry,2024-05
Ningxia,2.219039,Industry,2024-05
Qinghai,1.975937,Industry,2024-05
Shaanxi,6.544859,Industry,2024-05
Shandong,32.522555,Industry,2024-05
Shanghai,4.185970,Industry,2024-05
Shanxi,14.881642,Industry,2024-05
Sichuan,14.907709,Industry,2024-05
Tianjin,5.825504,Industry,2024-05
Tibet,0.226737,Industry,2024-05
Xinjiang,5.757086,Industry,2024-05
Yunnan,12.738561,Industry,2024-05
Zhejiang,14.711595,Industry,2024-05
Anhui,17.976607,Power,2024-05
Beijing,1.255497,Power,2024-05
Chongqing,3.301241,Power,2024-05
Fujian,8.380755,Power,2024-05
Gansu,4.140831,Power,2024-05
Guangdong,19.057416,Power,2024-05
Guangxi,5.955239,Power,2024-05
Guizhou,5.955921,Power,2024-05
Hainan,1.658714,Power,2024-05
Hebei,21.156768,Power,2024-05
Heilongjiang,4.223925,Power,2024-05
Henan,15.182441,Power,2024-05
Hubei,7.461043,Power,2024-05
Hunan,3.869731,Power,2024-05
"Inner Mongolia",40.342500,Power,2024-05
Jiangsu,30.003135,Power,2024-05
Jiangxi,5.441228,Power,2024-05
Jilin,2.887781,Power,2024-05
Liaoning,6.672382,Power,2024-05
Ningxia,8.633349,Power,2024-05
Qinghai,1.273305,Power,2024-05
Shaanxi,13.618004,Power,2024-05
Shandong,31.436353,Power,2024-05
Shanghai,2.911537,Power,2024-05
Shanxi,19.295896,Power,2024-05
Sichuan,4.588014,Power,2024-05
Tianjin,3.902156,Power,2024-05
Tibet,0.040981,Power,2024-05
Xinjiang,19.617678,Power,2024-05
Yunnan,4.960342,Power,2024-05
Zhejiang,14.960678,Power,2024-05
Anhui,0.125363,Residential,2024-05
Beijing,2.872930,Residential,2024-05
Chongqing,0.000000,Residential,2024-05
Fujian,0.000000,Residential,2024-05
Gansu,1.179559,Residential,2024-05
Guangdong,0.000000,Residential,2024-05
Guangxi,0.000000,Residential,2024-05
Guizhou,0.007825,Residential,2024-05
Hainan,0.000000,Residential,2024-05
Hebei,4.025743,Residential,2024-05
Heilongjiang,3.650699,Residential,2024-05
Henan,2.416321,Residential,2024-05
Hubei,0.081357,Residential,2024-05
Hunan,0.000000,Residential,2024-05
"Inner Mongolia",2.864851,Residential,2024-05
Jiangsu,0.005312,Residential,2024-05
Jiangxi,0.000000,Residential,2024-05
Jilin,2.920809,Residential,2024-05
Liaoning,5.848306,Residential,2024-05
Ningxia,0.636874,Residential,2024-05
Qinghai,0.360552,Residential,2024-05
Shaanxi,2.020936,Residential,2024-05
Shandong,7.279537,Residential,2024-05
Shanghai,0.000000,Residential,2024-05
Shanxi,3.260499,Residential,2024-05
Sichuan,0.000000,Residential,2024-05
Tianjin,2.395915,Residential,2024-05
Tibet,0.006461,Residential,2024-05
Xinjiang,2.002326,Residential,2024-05
Yunnan,0.007921,Residential,2024-05
Zhejiang,0.000000,Residential,2024-05
Anhui,32.567380,Total,2024-05
Beijing,7.518356,Total,2024-05
Chongqing,10.370317,Total,2024-05
Fujian,22.439135,Total,2024-05
Gansu,11.784654,Total,2024-05
Guangdong,39.621010,Total,2024-05
Guangxi,21.176813,Total,2024-05
Guizhou,17.378585,Total,2024-05
Hainan,4.865444,Total,2024-05
Hebei,78.672649,Total,2024-05
Heilongjiang,13.644466,Total,2024-05
Henan,33.833301,Total,2024-05
Hubei,35.937318,Total,2024-05
Hunan,15.069943,Total,2024-05
"Inner Mongolia",55.527994,Total,2024-05
Jiangsu,67.297318,Total,2024-05
Jiangxi,16.534989,Total,2024-05
Jilin,12.431946,Total,2024-05
Liaoning,33.378930,Total,2024-05
Ningxia,14.121001,Total,2024-05
Qinghai,6.310163,Total,2024-05
Shaanxi,25.143122,Total,2024-05
Shandong,74.349396,Total,2024-05
Shanghai,10.008102,Total,2024-05
Shanxi,40.140840,Total,2024-05
Sichuan,22.764528,Total,2024-05
Tianjin,14.798331,Total,2024-05
Tibet,2.717671,Total,2024-05
Xinjiang,29.998845,Total,2024-05
Yunnan,20.584957,Total,2024-05
Zhejiang,32.638027,Total,2024-05
Anhui,0.295186,Aviation,2024-06
Beijing,0.284304,Aviation,2024-06
Chongqing,0.333904,Aviation,2024-06
Fujian,0.319597,Aviation,2024-06
Gansu,0.135164,Aviation,2024-06
Guangdong,0.335827,Aviation,2024-06
Guangxi,0.066999,Aviation,2024-06
Guizhou,0.243070,Aviation,2024-06
Hainan,0.018313,Aviation,2024-06
Hebei,0.268559,Aviation,2024-06
Heilongjiang,0.114739,Aviation,2024-06
Henan,0.152277,Aviation,2024-06
Hubei,0.140634,Aviation,2024-06
Hunan,0.125353,Aviation,2024-06
"Inner Mongolia",0.142624,Aviation,2024-06
Jiangsu,0.772049,Aviation,2024-06
Jiangxi,0.190689,Aviation,2024-06
Jilin,0.108769,Aviation,2024-06
Liaoning,0.255353,Aviation,2024-06
Ningxia,0.056490,Aviation,2024-06
Qinghai,0.040248,Aviation,2024-06
Shaanxi,0.359755,Aviation,2024-06
Shandong,0.573895,Aviation,2024-06
Shanghai,0.300388,Aviation,2024-06
Shanxi,0.136269,Aviation,2024-06
Sichuan,0.668140,Aviation,2024-06
Tianjin,0.101214,Aviation,2024-06
Tibet,0.027715,Aviation,2024-06
Xinjiang,0.207760,Aviation,2024-06
Yunnan,0.326795,Aviation,2024-06
Zhejiang,0.509961,Aviation,2024-06
Anhui,2.334696,"Ground Transport",2024-06
Beijing,2.575000,"Ground Transport",2024-06
Chongqing,2.585406,"Ground Transport",2024-06
Fujian,2.415617,"Ground Transport",2024-06
Gansu,2.628479,"Ground Transport",2024-06
Guangdong,2.465792,"Ground Transport",2024-06
Guangxi,2.455467,"Ground Transport",2024-06
Guizhou,2.468632,"Ground Transport",2024-06
Hainan,2.453845,"Ground Transport",2024-06
Hebei,2.474828,"Ground Transport",2024-06
Heilongjiang,2.615302,"Ground Transport",2024-06
Henan,2.397601,"Ground Transport",2024-06
Hubei,2.485603,"Ground Transport",2024-06
Hunan,2.523704,"Ground Transport",2024-06
"Inner Mongolia",2.427835,"Ground Transport",2024-06
Jiangsu,2.340721,"Ground Transport",2024-06
Jiangxi,2.393866,"Ground Transport",2024-06
Jilin,2.545206,"Ground Transport",2024-06
Liaoning,2.512014,"Ground Transport",2024-06
Ningxia,2.444395,"Ground Transport",2024-06
Qinghai,2.548519,"Ground Transport",2024-06
Shaanxi,2.484408,"Ground Transport",2024-06
Shandong,2.425354,"Ground Transport",2024-06
Shanghai,2.532586,"Ground Transport",2024-06
Shanxi,2.465702,"Ground Transport",2024-06
Sichuan,2.497230,"Ground Transport",2024-06
Tianjin,2.456553,"Ground Transport",2024-06
Tibet,2.318646,"Ground Transport",2024-06
Xinjiang,2.318646,"Ground Transport",2024-06
Yunnan,2.446541,"Ground Transport",2024-06
Zhejiang,2.373158,"Ground Transport",2024-06
Anhui,11.366554,Industry,2024-06
Beijing,0.414032,Industry,2024-06
Chongqing,3.978504,Industry,2024-06
Fujian,10.691864,Industry,2024-06
Gansu,3.568266,Industry,2024-06
Guangdong,17.563337,Industry,2024-06
Guangxi,12.541943,Industry,2024-06
Guizhou,7.864741,Industry,2024-06
Hainan,0.579924,Industry,2024-06
Hebei,48.999095,Industry,2024-06
Heilongjiang,3.042822,Industry,2024-06
Henan,12.124423,Industry,2024-06
Hubei,25.110010,Industry,2024-06
Hunan,8.536444,Industry,2024-06
"Inner Mongolia",9.869635,Industry,2024-06
Jiangsu,33.183398,Industry,2024-06
Jiangxi,8.152583,Industry,2024-06
Jilin,3.623686,Industry,2024-06
Liaoning,17.933742,Industry,2024-06
Ningxia,2.137348,Industry,2024-06
Qinghai,1.973252,Industry,2024-06
Shaanxi,6.085805,Industry,2024-06
Shandong,32.823694,Industry,2024-06
Shanghai,3.909560,Industry,2024-06
Shanxi,15.700536,Industry,2024-06
Sichuan,14.601516,Industry,2024-06
Tianjin,5.679993,Industry,2024-06
Tibet,0.298646,Industry,2024-06
Xinjiang,5.589769,Industry,2024-06
Yunnan,11.931011,Industry,2024-06
Zhejiang,13.674761,Industry,2024-06
Anhui,20.645380,Power,2024-06
Beijing,1.839197,Power,2024-06
Chongqing,3.005451,Power,2024-06
Fujian,8.539105,Power,2024-06
Gansu,5.420305,Power,2024-06
Guangdong,19.762870,Power,2024-06
Guangxi,5.319932,Power,2024-06
Guizhou,5.420496,Power,2024-06
Hainan,1.749778,Power,2024-06
Hebei,24.853971,Power,2024-06
Heilongjiang,4.598741,Power,2024-06
Henan,19.281237,Power,2024-06
Hubei,9.130925,Power,2024-06
Hunan,3.501857,Power,2024-06
"Inner Mongolia",44.406527,Power,2024-06
Jiangsu,29.995717,Power,2024-06
Jiangxi,5.418743,Power,2024-06
Jilin,3.047007,Power,2024-06
Liaoning,8.080795,Power,2024-06
Ningxia,9.434100,Power,2024-06
Qinghai,0.797735,Power,2024-06
Shaanxi,16.992243,Power,2024-06
Shandong,35.664584,Power,2024-06
Shanghai,2.617538,Power,2024-06
Shanxi,22.580784,Power,2024-06
Sichuan,3.191660,Power,2024-06
Tianjin,4.972868,Power,2024-06
Tibet,0.040980,Power,2024-06
Xinjiang,20.592208,Power,2024-06
Yunnan,3.728751,Power,2024-06
Zhejiang,12.924022,Power,2024-06
Anhui,0.118638,Residential,2024-06
Beijing,2.718778,Residential,2024-06
Chongqing,0.000000,Residential,2024-06
Fujian,0.000000,Residential,2024-06
Gansu,1.116266,Residential,2024-06
Guangdong,0.000000,Residential,2024-06
Guangxi,0.000000,Residential,2024-06
Guizhou,0.007405,Residential,2024-06
Hainan,0.000000,Residential,2024-06
Hebei,3.809731,Residential,2024-06
Heilongjiang,3.454810,Residential,2024-06
Henan,2.286665,Residential,2024-06
Hubei,0.076991,Residential,2024-06
Hunan,0.000000,Residential,2024-06
"Inner Mongolia",2.711129,Residential,2024-06
Jiangsu,0.005030,Residential,2024-06
Jiangxi,0.000000,Residential,2024-06
Jilin,2.764089,Residential,2024-06
Liaoning,5.534504,Residential,2024-06
Ningxia,0.602702,Residential,2024-06
Qinghai,0.341207,Residential,2024-06
Shaanxi,1.912496,Residential,2024-06
Shandong,6.888933,Residential,2024-06
Shanghai,0.000000,Residential,2024-06
Shanxi,3.085554,Residential,2024-06
Sichuan,0.000000,Residential,2024-06
Tianjin,2.267357,Residential,2024-06
Tibet,0.006117,Residential,2024-06
Xinjiang,1.894888,Residential,2024-06
Yunnan,0.007496,Residential,2024-06
Zhejiang,0.000000,Residential,2024-06
Anhui,34.760460,Total,2024-06
Beijing,7.831304,Total,2024-06
Chongqing,9.903265,Total,2024-06
Fujian,21.966178,Total,2024-06
Gansu,12.868476,Total,2024-06
Guangdong,40.127821,Total,2024-06
Guangxi,20.384332,Total,2024-06
Guizhou,16.004346,Total,2024-06
Hainan,4.801851,Total,2024-06
Hebei,80.406182,Total,2024-06
Heilongjiang,13.826418,Total,2024-06
Henan,36.242203,Total,2024-06
Hubei,36.944167,Total,2024-06
Hunan,14.687360,Total,2024-06
"Inner Mongolia",59.557747,Total,2024-06
Jiangsu,66.296920,Total,2024-06
Jiangxi,16.155877,Total,2024-06
Jilin,12.088759,Total,2024-06
Liaoning,34.316408,Total,2024-06
Ningxia,14.675036,Total,2024-06
Qinghai,5.700962,Total,2024-06
Shaanxi,27.834715,Total,2024-06
Shandong,78.376464,Total,2024-06
Shanghai,9.360066,Total,2024-06
Shanxi,43.968841,Total,2024-06
Sichuan,20.958550,Total,2024-06
Tianjin,15.477987,Total,2024-06
Tibet,2.692101,Total,2024-06
Xinjiang,30.603274,Total,2024-06
Yunnan,18.440595,Total,2024-06
Zhejiang,29.481899,Total,2024-06
Anhui,0.335253,Aviation,2024-07
Beijing,0.318919,Aviation,2024-07
Chongqing,0.399853,Aviation,2024-07
Fujian,0.355732,Aviation,2024-07
Gansu,0.162939,Aviation,2024-07
Guangdong,0.396532,Aviation,2024-07
Guangxi,0.079983,Aviation,2024-07
Guizhou,0.285514,Aviation,2024-07
Hainan,0.021820,Aviation,2024-07
Hebei,0.301946,Aviation,2024-07
Heilongjiang,0.143052,Aviation,2024-07
Henan,0.181507,Aviation,2024-07
Hubei,0.164801,Aviation,2024-07
Hunan,0.149012,Aviation,2024-07
"Inner Mongolia",0.159429,Aviation,2024-07
Jiangsu,0.869615,Aviation,2024-07
Jiangxi,0.215144,Aviation,2024-07
Jilin,0.133352,Aviation,2024-07
Liaoning,0.303733,Aviation,2024-07
Ningxia,0.066896,Aviation,2024-07
Qinghai,0.047646,Aviation,2024-07
Shaanxi,0.427563,Aviation,2024-07
Shandong,0.646566,Aviation,2024-07
Shanghai,0.339273,Aviation,2024-07
Shanxi,0.156018,Aviation,2024-07
Sichuan,0.805026,Aviation,2024-07
Tianjin,0.114411,Aviation,2024-07
Tibet,0.032439,Aviation,2024-07
Xinjiang,0.255817,Aviation,2024-07
Yunnan,0.386595,Aviation,2024-07
Zhejiang,0.570119,Aviation,2024-07
Anhui,2.414949,"Ground Transport",2024-07
Beijing,2.670278,"Ground Transport",2024-07
Chongqing,2.611136,"Ground Transport",2024-07
Fujian,2.475986,"Ground Transport",2024-07
Gansu,2.650389,"Ground Transport",2024-07
Guangdong,2.506848,"Ground Transport",2024-07
Guangxi,2.466770,"Ground Transport",2024-07
Guizhou,2.537125,"Ground Transport",2024-07
Hainan,2.502634,"Ground Transport",2024-07
Hebei,2.529418,"Ground Transport",2024-07
Heilongjiang,2.681487,"Ground Transport",2024-07
Henan,2.483087,"Ground Transport",2024-07
Hubei,2.562796,"Ground Transport",2024-07
Hunan,2.527193,"Ground Transport",2024-07
"Inner Mongolia",2.482375,"Ground Transport",2024-07
Jiangsu,2.415264,"Ground Transport",2024-07
Jiangxi,2.433284,"Ground Transport",2024-07
Jilin,2.644698,"Ground Transport",2024-07
Liaoning,2.690001,"Ground Transport",2024-07
Ningxia,2.512752,"Ground Transport",2024-07
Qinghai,2.648439,"Ground Transport",2024-07
Shaanxi,2.570063,"Ground Transport",2024-07
Shandong,2.536085,"Ground Transport",2024-07
Shanghai,2.556399,"Ground Transport",2024-07
Shanxi,2.545752,"Ground Transport",2024-07
Sichuan,2.563907,"Ground Transport",2024-07
Tianjin,2.476578,"Ground Transport",2024-07
Tibet,2.386808,"Ground Transport",2024-07
Xinjiang,2.386808,"Ground Transport",2024-07
Yunnan,2.553927,"Ground Transport",2024-07
Zhejiang,2.422467,"Ground Transport",2024-07
Anhui,11.049795,Industry,2024-07
Beijing,0.440967,Industry,2024-07
Chongqing,3.737425,Industry,2024-07
Fujian,9.412228,Industry,2024-07
Gansu,2.967015,Industry,2024-07
Guangdong,16.528696,Industry,2024-07
Guangxi,12.686688,Industry,2024-07
Guizhou,7.450858,Industry,2024-07
Hainan,0.534455,Industry,2024-07
Hebei,41.050785,Industry,2024-07
Heilongjiang,2.864217,Industry,2024-07
Henan,11.567507,Industry,2024-07
Hubei,23.605570,Industry,2024-07
Hunan,7.826118,Industry,2024-07
"Inner Mongolia",9.618170,Industry,2024-07
Jiangsu,31.484397,Industry,2024-07
Jiangxi,8.005989,Industry,2024-07
Jilin,3.846898,Industry,2024-07
Liaoning,16.696884,Industry,2024-07
Ningxia,2.050266,Industry,2024-07
Qinghai,1.855308,Industry,2024-07
Shaanxi,5.990952,Industry,2024-07
Shandong,29.057336,Industry,2024-07
Shanghai,3.972149,Industry,2024-07
Shanxi,12.660542,Industry,2024-07
Sichuan,13.568758,Industry,2024-07
Tianjin,4.949344,Industry,2024-07
Tibet,0.219341,Industry,2024-07
Xinjiang,5.892877,Industry,2024-07
Yunnan,11.344522,Industry,2024-07
Zhejiang,12.636776,Industry,2024-07
Anhui,24.256542,Power,2024-07
Beijing,2.334786,Power,2024-07
Chongqing,3.729084,Power,2024-07
Fujian,11.600515,Power,2024-07
Gansu,7.009951,Power,2024-07
Guangdong,24.614773,Power,2024-07
Guangxi,5.685713,Power,2024-07
Guizhou,5.668891,Power,2024-07
Hainan,1.827840,Power,2024-07
Hebei,26.199314,Power,2024-07
Heilongjiang,5.838532,Power,2024-07
Henan,19.956699,Power,2024-07
Hubei,7.761622,Power,2024-07
Hunan,6.593399,Power,2024-07
"Inner Mongolia",53.147695,Power,2024-07
Jiangsu,36.083848,Power,2024-07
Jiangxi,7.003896,Power,2024-07
Jilin,4.508990,Power,2024-07
Liaoning,10.800803,Power,2024-07
Ningxia,10.456912,Power,2024-07
Qinghai,0.797736,Power,2024-07
Shaanxi,18.414565,Power,2024-07
Shandong,37.825309,Power,2024-07
Shanghai,4.760884,Power,2024-07
Shanxi,26.286620,Power,2024-07
Sichuan,3.501197,Power,2024-07
Tianjin,6.011857,Power,2024-07
Tibet,0.040982,Power,2024-07
Xinjiang,22.096369,Power,2024-07
Yunnan,2.913350,Power,2024-07
Zhejiang,20.151232,Power,2024-07
Anhui,0.117108,Residential,2024-07
Beijing,2.683760,Residential,2024-07
Chongqing,0.000000,Residential,2024-07
Fujian,0.000000,Residential,2024-07
Gansu,1.101887,Residential,2024-07
Guangdong,0.000000,Residential,2024-07
Guangxi,0.000000,Residential,2024-07
Guizhou,0.007312,Residential,2024-07
Hainan,0.000000,Residential,2024-07
Hebei,3.760663,Residential,2024-07
Heilongjiang,3.410312,Residential,2024-07
Henan,2.257212,Residential,2024-07
Hubei,0.076001,Residential,2024-07
Hunan,0.000000,Residential,2024-07
"Inner Mongolia",2.676209,Residential,2024-07
Jiangsu,0.004964,Residential,2024-07
Jiangxi,0.000000,Residential,2024-07
Jilin,2.728489,Residential,2024-07
Liaoning,5.463222,Residential,2024-07
Ningxia,0.594940,Residential,2024-07
Qinghai,0.336815,Residential,2024-07
Shaanxi,1.887864,Residential,2024-07
Shandong,6.800208,Residential,2024-07
Shanghai,0.000000,Residential,2024-07
Shanxi,3.045810,Residential,2024-07
Sichuan,0.000000,Residential,2024-07
Tianjin,2.238153,Residential,2024-07
Tibet,0.006037,Residential,2024-07
Xinjiang,1.870481,Residential,2024-07
Yunnan,0.007402,Residential,2024-07
Zhejiang,0.000000,Residential,2024-07
Anhui,38.173645,Total,2024-07
Beijing,8.448705,Total,2024-07
Chongqing,10.477497,Total,2024-07
Fujian,23.844456,Total,2024-07
Gansu,13.892180,Total,2024-07
Guangdong,44.046846,Total,2024-07
Guangxi,20.919155,Total,2024-07
Guizhou,15.949703,Total,2024-07
Hainan,4.886738,Total,2024-07
Hebei,73.842121,Total,2024-07
Heilongjiang,14.937598,Total,2024-07
Henan,36.446012,Total,2024-07
Hubei,34.170788,Total,2024-07
Hunan,17.095726,Total,2024-07
"Inner Mongolia",68.083875,Total,2024-07
Jiangsu,70.858085,Total,2024-07
Jiangxi,17.658317,Total,2024-07
Jilin,13.862433,Total,2024-07
Liaoning,35.954648,Total,2024-07
Ningxia,15.681768,Total,2024-07
Qinghai,5.685939,Total,2024-07
Shaanxi,29.291012,Total,2024-07
Shandong,76.865492,Total,2024-07
Shanghai,11.628698,Total,2024-07
Shanxi,44.694746,Total,2024-07
Sichuan,20.438889,Total,2024-07
Tianjin,15.790340,Total,2024-07
Tibet,2.685607,Total,2024-07
Xinjiang,32.502357,Total,2024-07
Yunnan,17.205793,Total,2024-07
Zhejiang,35.780599,Total,2024-07
Anhui,0.340226,Aviation,2024-08
Beijing,0.323650,Aviation,2024-08
Chongqing,0.399667,Aviation,2024-08
Fujian,0.361006,Aviation,2024-08
Gansu,0.162865,Aviation,2024-08
Guangdong,0.404367,Aviation,2024-08
Guangxi,0.081564,Aviation,2024-08
Guizhou,0.285379,Aviation,2024-08
Hainan,0.022249,Aviation,2024-08
Hebei,0.306420,Aviation,2024-08
Heilongjiang,0.144275,Aviation,2024-08
Henan,0.185095,Aviation,2024-08
Hubei,0.168052,Aviation,2024-08
Hunan,0.151959,Aviation,2024-08
"Inner Mongolia",0.161791,Aviation,2024-08
Jiangsu,0.882509,Aviation,2024-08
Jiangxi,0.218336,Aviation,2024-08
Jilin,0.134496,Aviation,2024-08
Liaoning,0.306330,Aviation,2024-08
Ningxia,0.066865,Aviation,2024-08
Qinghai,0.047621,Aviation,2024-08
Shaanxi,0.427366,Aviation,2024-08
Shandong,0.656154,Aviation,2024-08
Shanghai,0.344305,Aviation,2024-08
Shanxi,0.158335,Aviation,2024-08
Sichuan,0.804656,Aviation,2024-08
Tianjin,0.116108,Aviation,2024-08
Tibet,0.032422,Aviation,2024-08
Xinjiang,0.255701,Aviation,2024-08
Yunnan,0.386418,Aviation,2024-08
Zhejiang,0.578579,Aviation,2024-08
Anhui,2.380287,"Ground Transport",2024-08
Beijing,2.630642,"Ground Transport",2024-08
Chongqing,2.486571,"Ground Transport",2024-08
Fujian,2.450773,"Ground Transport",2024-08
Gansu,2.642360,"Ground Transport",2024-08
Guangdong,2.484935,"Ground Transport",2024-08
Guangxi,2.436097,"Ground Transport",2024-08
Guizhou,2.490278,"Ground Transport",2024-08
Hainan,2.448422,"Ground Transport",2024-08
Hebei,2.510425,"Ground Transport",2024-08
Heilongjiang,2.611497,"Ground Transport",2024-08
Henan,2.442288,"Ground Transport",2024-08
Hubei,2.490569,"Ground Transport",2024-08
Hunan,2.454202,"Ground Transport",2024-08
"Inner Mongolia",2.478317,"Ground Transport",2024-08
Jiangsu,2.387158,"Ground Transport",2024-08
Jiangxi,2.397628,"Ground Transport",2024-08
Jilin,2.653424,"Ground Transport",2024-08
Liaoning,2.641932,"Ground Transport",2024-08
Ningxia,2.482169,"Ground Transport",2024-08
Qinghai,2.574813,"Ground Transport",2024-08
Shaanxi,2.489386,"Ground Transport",2024-08
Shandong,2.504342,"Ground Transport",2024-08
Shanghai,2.521223,"Ground Transport",2024-08
Shanxi,2.521590,"Ground Transport",2024-08
