Area,"CO2 (Kt)",Sector,Date
"Cape Town",26.655520,Aviation,2024-06
Chengdu,60.012887,Aviation,2024-06
Chicago,458.850693,Aviation,2024-06
Chongqing,179.198414,Aviation,2024-06
Copenhagen,7.784683,Aviation,2024-06
Hangzhou,105.862340,Aviation,2024-06
Helsinki,7.330724,Aviation,2024-06
Houston,168.469380,Aviation,2024-06
Istanbul,77.257464,Aviation,2024-06
Jinan,47.492853,Aviation,2024-06
London,264.104913,Aviation,2024-06
"Los Angeles",478.859798,Aviation,2024-06
Lyon,1.099859,Aviation,2024-06
Madrid,130.478598,Aviation,2024-06
Marseille,2.337850,Aviation,2024-06
Melbourne,42.224336,Aviation,2024-06
"Mexico City",28.852449,Aviation,2024-06
Miami,170.671993,Aviation,2024-06
Milan,17.520255,Aviation,2024-06
Moscow,50.940694,Aviation,2024-06
Munich,4.465127,Aviation,2024-06
Nanjing,51.678401,Aviation,2024-06
"New Delhi",82.855946,Aviation,2024-06
"New York",444.626875,Aviation,2024-06
Nice,4.940846,Aviation,2024-06
Osaka,62.584884,Aviation,2024-06
Oslo,4.397875,Aviation,2024-06
Paris,83.520238,Aviation,2024-06
Qingdao,68.143305,Aviation,2024-06
Rome,50.359848,Aviation,2024-06
"San Francisco",149.130320,Aviation,2024-06
Santiago,42.834996,Aviation,2024-06
Seattle,177.119364,Aviation,2024-06
Seoul,54.502680,Aviation,2024-06
Shanghai,208.802913,Aviation,2024-06
Stockholm,11.299406,Aviation,2024-06
Sydney,60.711381,Aviation,2024-06
Tokyo,171.116471,Aviation,2024-06
Total,4868.876816,Aviation,2024-06
Washington,281.019700,Aviation,2024-06
Amsterdam,179.195512,"Ground Transport",2024-06
Bangkok,553.809790,"Ground Transport",2024-06
Barcelona,101.526340,"Ground Transport",2024-06
Beijing,1557.436266,"Ground Transport",2024-06
Berlin,147.715396,"Ground Transport",2024-06
Bogota,207.323986,"Ground Transport",2024-06
"Cape Town",169.088949,"Ground Transport",2024-06
Chengdu,488.146276,"Ground Transport",2024-06
Chicago,972.732105,"Ground Transport",2024-06
Chongqing,1119.783783,"Ground Transport",2024-06
Copenhagen,61.819563,"Ground Transport",2024-06
Hangzhou,733.537429,"Ground Transport",2024-06
Helsinki,71.447614,"Ground Transport",2024-06
Houston,652.534112,"Ground Transport",2024-06
Istanbul,407.623485,"Ground Transport",2024-06
Jinan,282.000663,"Ground Transport",2024-06
London,582.513336,"Ground Transport",2024-06
"Los Angeles",1973.229372,"Ground Transport",2024-06
Lyon,26.579393,"Ground Transport",2024-06
Madrid,285.233245,"Ground Transport",2024-06
Marseille,24.219323,"Ground Transport",2024-06
Melbourne,407.663245,"Ground Transport",2024-06
"Mexico City",616.046129,"Ground Transport",2024-06
Miami,531.867688,"Ground Transport",2024-06
Milan,48.101123,"Ground Transport",2024-06
Moscow,178.573894,"Ground Transport",2024-06
Munich,55.019195,"Ground Transport",2024-06
Nanjing,578.673833,"Ground Transport",2024-06
"New Delhi",145.768587,"Ground Transport",2024-06
"New York",1264.655477,"Ground Transport",2024-06
Nice,14.667363,"Ground Transport",2024-06
Osaka,579.135781,"Ground Transport",2024-06
Oslo,11.835561,"Ground Transport",2024-06
Paris,302.299917,"Ground Transport",2024-06
Qingdao,428.826678,"Ground Transport",2024-06
Rome,151.093668,"Ground Transport",2024-06
"San Francisco",567.203568,"Ground Transport",2024-06
Santiago,334.756238,"Ground Transport",2024-06
Seattle,563.634667,"Ground Transport",2024-06
Seoul,919.309393,"Ground Transport",2024-06
Shanghai,1395.443091,"Ground Transport",2024-06
Stockholm,41.530800,"Ground Transport",2024-06
Sydney,293.652173,"Ground Transport",2024-06
Tokyo,939.665037,"Ground Transport",2024-06
Total,21744.132901,"Ground Transport",2024-06
Washington,777.213869,"Ground Transport",2024-06
Amsterdam,546.326460,Industry,2024-06
Bangkok,894.778311,Industry,2024-06
Barcelona,230.566221,Industry,2024-06
Beijing,7190.498704,Industry,2024-06
Berlin,220.260116,Industry,2024-06
Bogota,191.600824,Industry,2024-06
"Cape Town",791.222198,Industry,2024-06
Chengdu,4500.116106,Industry,2024-06
Chicago,3682.932453,Industry,2024-06
Chongqing,5136.825360,Industry,2024-06
Copenhagen,95.701036,Industry,2024-06
Hangzhou,3305.408170,Industry,2024-06
Helsinki,107.955577,Industry,2024-06
Houston,2012.718526,Industry,2024-06
Istanbul,711.609938,Industry,2024-06
Jinan,1878.843405,Industry,2024-06
London,616.226301,Industry,2024-06
"Los Angeles",4113.837017,Industry,2024-06
Lyon,48.652358,Industry,2024-06
Madrid,350.380125,Industry,2024-06
Marseille,49.544759,Industry,2024-06
Melbourne,837.740026,Industry,2024-06
"Mexico City",1183.378487,Industry,2024-06
Miami,1057.426379,Industry,2024-06
Milan,59.547545,Industry,2024-06
Moscow,753.614122,Industry,2024-06
Munich,79.566430,Industry,2024-06
Nanjing,4717.286035,Industry,2024-06
"New Delhi",417.598221,Industry,2024-06
"New York",3078.151655,Industry,2024-06
Nice,29.006481,Industry,2024-06
Osaka,2110.804255,Industry,2024-06
Oslo,171.972234,Industry,2024-06
Paris,551.525790,Industry,2024-06
Qingdao,1324.995439,Industry,2024-06
Rome,157.536893,Industry,2024-06
"San Francisco",1469.403724,Industry,2024-06
Santiago,329.608987,Industry,2024-06
Seattle,680.223379,Industry,2024-06
Seoul,2313.993718,Industry,2024-06
Shanghai,30486.641045,Industry,2024-06
Stockholm,69.905793,Industry,2024-06
Sydney,854.767108,Industry,2024-06
Tokyo,4064.739976,Industry,2024-06
Total,94697.080377,Industry,2024-06
Washington,1221.642688,Industry,2024-06
Amsterdam,13.460862,Power,2024-06
Bangkok,6.287320,Power,2024-06
Barcelona,56.815390,Power,2024-06
Beijing,2227.818437,Power,2024-06
Berlin,187.661888,Power,2024-06
Bogota,1.310388,Power,2024-06
"Cape Town",0.099747,Power,2024-06
Chengdu,772.774234,Power,2024-06
Chicago,1708.719903,Power,2024-06
Chongqing,4660.800661,Power,2024-06
Copenhagen,9.388717,Power,2024-06
Hangzhou,558.811001,Power,2024-06
Helsinki,61.305883,Power,2024-06
Houston,2544.169163,Power,2024-06
Istanbul,69.552485,Power,2024-06
Jinan,3178.398266,Power,2024-06
London,75.529451,Power,2024-06
"Los Angeles",1845.279777,Power,2024-06
Lyon,1.578269,Power,2024-06
Madrid,4.574789,Power,2024-06
Marseille,0.000000,Power,2024-06
Melbourne,96.193293,Power,2024-06
"Mexico City",905.053236,Power,2024-06
Miami,617.316876,Power,2024-06
Milan,59.039213,Power,2024-06
Moscow,2997.186885,Power,2024-06
Munich,126.867587,Power,2024-06
Nanjing,2660.131085,Power,2024-06
"New Delhi",401.926923,Power,2024-06
"New York",3187.323720,Power,2024-06
Nice,0.000000,Power,2024-06
Osaka,1780.354829,Power,2024-06
Oslo,0.771337,Power,2024-06
Paris,7.947480,Power,2024-06
Qingdao,200.298033,Power,2024-06
Rome,8.591557,Power,2024-06
"San Francisco",1036.127537,Power,2024-06
Santiago,145.599435,Power,2024-06
Seattle,79.291822,Power,2024-06
Seoul,2802.911696,Power,2024-06
Shanghai,3145.626588,Power,2024-06
Stockholm,1.265826,Power,2024-06
Sydney,75.506233,Power,2024-06
Tokyo,6483.831773,Power,2024-06
Total,44929.275125,Power,2024-06
Washington,125.775558,Power,2024-06
Amsterdam,128.908070,Residential,2024-06
Bangkok,31.213008,Residential,2024-06
Barcelona,130.560730,Residential,2024-06
Beijing,631.516809,Residential,2024-06
Berlin,179.015950,Residential,2024-06
Bogota,89.212653,Residential,2024-06
"Cape Town",327.178006,Residential,2024-06
Chengdu,408.629375,Residential,2024-06
Chicago,890.198219,Residential,2024-06
Chongqing,856.706023,Residential,2024-06
Copenhagen,49.851976,Residential,2024-06
Hangzhou,265.626100,Residential,2024-06
Helsinki,30.041894,Residential,2024-06
Houston,523.612659,Residential,2024-06
Istanbul,141.637723,Residential,2024-06
Jinan,199.757923,Residential,2024-06
London,854.369861,Residential,2024-06
"Los Angeles",1750.884866,Residential,2024-06
Lyon,54.701543,Residential,2024-06
Madrid,220.125053,Residential,2024-06
Marseille,44.831240,Residential,2024-06
Melbourne,827.311229,Residential,2024-06
"Mexico City",135.297421,Residential,2024-06
Miami,547.757745,Residential,2024-06
Milan,57.085175,Residential,2024-06
Moscow,322.606450,Residential,2024-06
Munich,65.411489,Residential,2024-06
Nanjing,245.868917,Residential,2024-06
"New Delhi",90.876334,Residential,2024-06
"New York",1491.050566,Residential,2024-06
Nice,12.501888,Residential,2024-06
Osaka,456.353215,Residential,2024-06
Oslo,6.701256,Residential,2024-06
Paris,604.757886,Residential,2024-06
Qingdao,193.882230,Residential,2024-06
Rome,121.593280,Residential,2024-06
"San Francisco",561.254106,Residential,2024-06
Santiago,273.611150,Residential,2024-06
Seattle,327.440105,Residential,2024-06
Seoul,763.007144,Residential,2024-06
Shanghai,692.968541,Residential,2024-06
Stockholm,6.190700,Residential,2024-06
Sydney,834.324884,Residential,2024-06
Tokyo,976.816927,Residential,2024-06
Total,18061.231749,Residential,2024-06
Washington,637.983425,Residential,2024-06
Amsterdam,981.685068,Total,2024-06
Bangkok,1517.097111,Total,2024-06
Barcelona,545.286106,Total,2024-06
Beijing,11886.373402,Total,2024-06
Berlin,785.326761,Total,2024-06
Bogota,517.811519,Total,2024-06
"Cape Town",1314.244419,Total,2024-06
Chengdu,6229.678876,Total,2024-06
Chicago,7713.433374,Total,2024-06
Chongqing,11953.314239,Total,2024-06
Copenhagen,224.545972,Total,2024-06
Hangzhou,4969.245036,Total,2024-06
Helsinki,278.081688,Total,2024-06
Houston,5901.503836,Total,2024-06
Istanbul,1407.681109,Total,2024-06
Jinan,5586.493110,Total,2024-06
London,2392.743863,Total,2024-06
"Los Angeles",10162.090832,Total,2024-06
Lyon,132.611422,Total,2024-06
Madrid,990.791811,Total,2024-06
Marseille,120.933175,Total,2024-06
Melbourne,2211.132127,Total,2024-06
"Mexico City",2868.627719,Total,2024-06
Miami,2925.040679,Total,2024-06
Milan,241.293311,Total,2024-06
Moscow,4302.922047,Total,2024-06
Munich,331.329837,Total,2024-06
Nanjing,8253.638268,Total,2024-06
"New Delhi",1139.026010,Total,2024-06
"New York",9465.808290,Total,2024-06
Nice,61.116580,Total,2024-06
Osaka,4989.232961,Total,2024-06
Oslo,195.678267,Total,2024-06
Paris,1550.051308,Total,2024-06
Qingdao,2216.145684,Total,2024-06
Rome,489.175246,Total,2024-06
"San Francisco",3783.119257,Total,2024-06
Santiago,1126.410800,Total,2024-06
Seattle,1827.709339,Total,2024-06
Seoul,6853.724631,Total,2024-06
Shanghai,35929.482176,Total,2024-06
Stockholm,130.192527,Total,2024-06
Sydney,2118.961779,Total,2024-06
Tokyo,12636.170180,Total,2024-06
Washington,3043.635245,Total,2024-06
Amsterdam,120.893256,Aviation,2024-07
Bangkok,33.787701,Aviation,2024-07
Barcelona,27.312131,Aviation,2024-07
Beijing,308.178694,Aviation,2024-07
Berlin,52.182333,Aviation,2024-07
Bogota,30.897008,Aviation,2024-07
"Cape Town",27.773901,Aviation,2024-07
Chengdu,67.272761,Aviation,2024-07
Chicago,474.075263,Aviation,2024-07
Chongqing,194.882813,Aviation,2024-07
Copenhagen,8.692733,Aviation,2024-07
Hangzhou,122.547151,Aviation,2024-07
Helsinki,16.351951,Aviation,2024-07
Houston,164.160286,Aviation,2024-07
Istanbul,80.581705,Aviation,2024-07
Jinan,56.964997,Aviation,2024-07
London,276.003662,Aviation,2024-07
"Los Angeles",497.369047,Aviation,2024-07
Lyon,1.162385,Aviation,2024-07
Madrid,139.093442,Aviation,2024-07
Marseille,2.704698,Aviation,2024-07
Melbourne,45.737130,Aviation,2024-07
"Mexico City",30.307832,Aviation,2024-07
Miami,176.102088,Aviation,2024-07
Milan,18.712999,Aviation,2024-07
Moscow,55.666463,Aviation,2024-07
Munich,4.688879,Aviation,2024-07
Nanjing,61.932129,Aviation,2024-07
"New Delhi",85.263571,Aviation,2024-07
"New York",467.530645,Aviation,2024-07
Nice,5.524025,Aviation,2024-07
Osaka,67.062523,Aviation,2024-07
Oslo,5.018032,Aviation,2024-07
Paris,92.786324,Aviation,2024-07
Qingdao,77.111839,Aviation,2024-07
Rome,53.497350,Aviation,2024-07
"San Francisco",156.375983,Aviation,2024-07
Santiago,47.324558,Aviation,2024-07
Seattle,188.336971,Aviation,2024-07
Seoul,57.638153,Aviation,2024-07
Shanghai,231.710101,Aviation,2024-07
Stockholm,12.050068,Aviation,2024-07
Sydney,64.081250,Aviation,2024-07
Tokyo,180.072424,Aviation,2024-07
Total,5176.728071,Aviation,2024-07
Washington,289.308808,Aviation,2024-07
Amsterdam,183.535516,"Ground Transport",2024-07
Bangkok,569.149728,"Ground Transport",2024-07
Barcelona,107.301736,"Ground Transport",2024-07
Beijing,1603.004883,"Ground Transport",2024-07
Berlin,150.635579,"Ground Transport",2024-07
Bogota,213.615878,"Ground Transport",2024-07
"Cape Town",178.442287,"Ground Transport",2024-07
Chengdu,504.680560,"Ground Transport",2024-07
Chicago,985.351103,"Ground Transport",2024-07
Chongqing,1151.358283,"Ground Transport",2024-07
Copenhagen,49.651111,"Ground Transport",2024-07
Hangzhou,743.585806,"Ground Transport",2024-07
Helsinki,66.874350,"Ground Transport",2024-07
Houston,660.351837,"Ground Transport",2024-07
Istanbul,448.524489,"Ground Transport",2024-07
Jinan,289.509946,"Ground Transport",2024-07
London,601.585159,"Ground Transport",2024-07
"Los Angeles",2014.570908,"Ground Transport",2024-07
Lyon,26.682259,"Ground Transport",2024-07
Madrid,262.217870,"Ground Transport",2024-07
Marseille,24.706767,"Ground Transport",2024-07
Melbourne,418.077740,"Ground Transport",2024-07
"Mexico City",633.102043,"Ground Transport",2024-07
Miami,541.777569,"Ground Transport",2024-07
Milan,46.693019,"Ground Transport",2024-07
Moscow,176.611575,"Ground Transport",2024-07
Munich,57.817846,"Ground Transport",2024-07
Nanjing,602.150376,"Ground Transport",2024-07
"New Delhi",154.396281,"Ground Transport",2024-07
"New York",1268.965056,"Ground Transport",2024-07
Nice,15.207596,"Ground Transport",2024-07
Osaka,599.446536,"Ground Transport",2024-07
Oslo,7.299218,"Ground Transport",2024-07
Paris,300.979646,"Ground Transport",2024-07
Qingdao,439.508488,"Ground Transport",2024-07
Rome,149.264768,"Ground Transport",2024-07
"San Francisco",576.584740,"Ground Transport",2024-07
Santiago,336.341229,"Ground Transport",2024-07
Seattle,576.321567,"Ground Transport",2024-07
Seoul,962.277728,"Ground Transport",2024-07
Shanghai,1421.826074,"Ground Transport",2024-07
Stockholm,35.291556,"Ground Transport",2024-07
Sydney,301.211616,"Ground Transport",2024-07
Tokyo,972.619516,"Ground Transport",2024-07
Total,22208.010881,"Ground Transport",2024-07
Washington,778.903062,"Ground Transport",2024-07
Amsterdam,487.279126,Industry,2024-07
Bangkok,948.649112,Industry,2024-07
Barcelona,238.949550,Industry,2024-07
Beijing,6642.905201,Industry,2024-07
Berlin,217.681742,Industry,2024-07
Bogota,197.286458,Industry,2024-07
"Cape Town",851.005549,Industry,2024-07
Chengdu,4136.025718,Industry,2024-07
Chicago,3585.392442,Industry,2024-07
Chongqing,4714.888192,Industry,2024-07
Copenhagen,90.325222,Industry,2024-07
Hangzhou,3042.629414,Industry,2024-07
Helsinki,95.198803,Industry,2024-07
Houston,1971.469752,Industry,2024-07
Istanbul,707.696498,Industry,2024-07
Jinan,1724.278376,Industry,2024-07
London,620.293944,Industry,2024-07
"Los Angeles",3993.449538,Industry,2024-07
Lyon,48.617284,Industry,2024-07
Madrid,363.220433,Industry,2024-07
Marseille,49.311869,Industry,2024-07
Melbourne,892.590245,Industry,2024-07
"Mexico City",1260.805518,Industry,2024-07
Miami,1022.423043,Industry,2024-07
Milan,63.997830,Industry,2024-07
Moscow,768.051252,Industry,2024-07
Munich,78.659191,Industry,2024-07
Nanjing,4371.862182,Industry,2024-07
"New Delhi",425.274261,Industry,2024-07
"New York",2981.509577,Industry,2024-07
Nice,28.708404,Industry,2024-07
Osaka,2302.264756,Industry,2024-07
Oslo,176.525885,Industry,2024-07
Paris,551.314311,Industry,2024-07
Qingdao,1217.466429,Industry,2024-07
Rome,171.767163,Industry,2024-07
"San Francisco",1430.911892,Industry,2024-07
Santiago,345.247724,Industry,2024-07
Seattle,657.773011,Industry,2024-07
Seoul,2315.454711,Industry,2024-07
Shanghai,28165.932173,Industry,2024-07
Stockholm,63.338480,Industry,2024-07
Sydney,911.347197,Industry,2024-07
Tokyo,4457.699227,Industry,2024-07
Total,90568.957819,Industry,2024-07
Washington,1181.479141,Industry,2024-07
Amsterdam,17.269606,Power,2024-07
Bangkok,9.620576,Power,2024-07
Barcelona,77.202188,Power,2024-07
Beijing,2655.372265,Power,2024-07
Berlin,187.514842,Power,2024-07
Bogota,1.423916,Power,2024-07
"Cape Town",0.100599,Power,2024-07
Chengdu,928.865995,Power,2024-07
Chicago,2036.221008,Power,2024-07
Chongqing,5558.413178,Power,2024-07
Copenhagen,10.663179,Power,2024-07
Hangzhou,668.856820,Power,2024-07
Helsinki,66.970218,Power,2024-07
Houston,3045.178915,Power,2024-07
Istanbul,99.401939,Power,2024-07
Jinan,3820.367006,Power,2024-07
London,92.690515,Power,2024-07
"Los Angeles",2247.606187,Power,2024-07
Lyon,2.094282,Power,2024-07
Madrid,6.052487,Power,2024-07
Marseille,0.000000,Power,2024-07
Melbourne,90.217506,Power,2024-07
"Mexico City",940.701496,Power,2024-07
Miami,748.054180,Power,2024-07
Milan,90.719449,Power,2024-07
Moscow,3273.660372,Power,2024-07
Munich,130.074631,Power,2024-07
Nanjing,3189.530955,Power,2024-07
"New Delhi",376.344417,Power,2024-07
"New York",3871.944720,Power,2024-07
Nice,0.000000,Power,2024-07
Osaka,2575.687367,Power,2024-07
Oslo,0.805491,Power,2024-07
Paris,12.324172,Power,2024-07
Qingdao,240.715743,Power,2024-07
Rome,13.280865,Power,2024-07
"San Francisco",1261.467748,Power,2024-07
Santiago,151.230817,Power,2024-07
Seattle,97.243626,Power,2024-07
Seoul,3327.422131,Power,2024-07
Shanghai,3715.427079,Power,2024-07
Stockholm,1.507582,Power,2024-07
Sydney,70.956400,Power,2024-07
Tokyo,9182.213186,Power,2024-07
Total,55040.304851,Power,2024-07
Washington,146.889177,Power,2024-07
Amsterdam,108.053932,Residential,2024-07
Bangkok,32.036004,Residential,2024-07
Barcelona,122.398781,Residential,2024-07
Beijing,623.388193,Residential,2024-07
Berlin,133.494333,Residential,2024-07
Bogota,91.564927,Residential,2024-07
"Cape Town",367.041363,Residential,2024-07
Chengdu,403.369670,Residential,2024-07
Chicago,865.849662,Residential,2024-07
Chongqing,845.678861,Residential,2024-07
Copenhagen,41.787158,Residential,2024-07
Hangzhou,262.207072,Residential,2024-07
Helsinki,12.915053,Residential,2024-07
Houston,509.290888,Residential,2024-07
Istanbul,145.372296,Residential,2024-07
Jinan,197.186722,Residential,2024-07
London,692.765175,Residential,2024-07
"Los Angeles",1702.994947,Residential,2024-07
Lyon,44.361599,Residential,2024-07
Madrid,206.364025,Residential,2024-07
Marseille,36.357030,Residential,2024-07
Melbourne,746.354747,Residential,2024-07
"Mexico City",138.864819,Residential,2024-07
Miami,532.775561,Residential,2024-07
Milan,54.721678,Residential,2024-07
Moscow,277.291197,Residential,2024-07
Munich,48.778130,Residential,2024-07
Nanjing,242.704197,Residential,2024-07
"New Delhi",87.252882,Residential,2024-07
"New York",1450.267585,Residential,2024-07
Nice,10.138723,Residential,2024-07
Osaka,434.380725,Residential,2024-07
Oslo,5.591082,Residential,2024-07
Paris,490.443700,Residential,2024-07
Qingdao,191.386658,Residential,2024-07
Rome,116.558953,Residential,2024-07
"San Francisco",545.902777,Residential,2024-07
Santiago,264.423909,Residential,2024-07
Seattle,318.484014,Residential,2024-07
Seoul,783.125391,Residential,2024-07
Shanghai,684.048935,Residential,2024-07
Stockholm,3.818369,Residential,2024-07
Sydney,752.681927,Residential,2024-07
Tokyo,929.785169,Residential,2024-07
Total,17174.792201,Residential,2024-07
Washington,620.533403,Residential,2024-07
Amsterdam,917.031427,Total,2024-07
Bangkok,1593.243118,Total,2024-07
Barcelona,573.164383,Total,2024-07
Beijing,11832.849239,Total,2024-07
Berlin,741.508830,Total,2024-07
Bogota,534.788191,Total,2024-07
"Cape Town",1424.363700,Total,2024-07
Chengdu,6040.214704,Total,2024-07
Chicago,7946.889478,Total,2024-07
Chongqing,12465.221324,Total,2024-07
Copenhagen,201.119407,Total,2024-07
Hangzhou,4839.826264,Total,2024-07
Helsinki,258.310369,Total,2024-07
Houston,6350.451678,Total,2024-07
Istanbul,1481.576923,Total,2024-07
Jinan,6088.307048,Total,2024-07
London,2283.338453,Total,2024-07
"Los Angeles",10455.990622,Total,2024-07
Lyon,122.917806,Total,2024-07
Madrid,976.948260,Total,2024-07
Marseille,113.080357,Total,2024-07
Melbourne,2192.977369,Total,2024-07
"Mexico City",3003.781706,Total,2024-07
Miami,3021.132439,Total,2024-07
Milan,274.844977,Total,2024-07
Moscow,4551.280867,Total,2024-07
Munich,320.018678,Total,2024-07
Nanjing,8468.179832,Total,2024-07
"New Delhi",1128.531412,Total,2024-07
"New York",10040.217587,Total,2024-07
Nice,59.578747,Total,2024-07
Osaka,5978.841912,Total,2024-07
Oslo,195.239711,Total,2024-07
Paris,1447.848158,Total,2024-07
Qingdao,2166.189159,Total,2024-07
Rome,504.369097,Total,2024-07
"San Francisco",3971.243146,Total,2024-07
Santiago,1144.568231,Total,2024-07
Seattle,1838.159187,Total,2024-07
Seoul,7445.918119,Total,2024-07
Shanghai,34218.944367,Total,2024-07
Stockholm,116.006045,Total,2024-07
Sydney,2100.278393,Total,2024-07
Tokyo,15722.389524,Total,2024-07
Washington,3017.113591,Total,2024-07
Amsterdam,122.329161,Aviation,2024-08
Bangkok,33.457631,Aviation,2024-08
Barcelona,26.933640,Aviation,2024-08
Beijing,310.837010,Aviation,2024-08
Berlin,51.551442,Aviation,2024-08
Bogota,31.102560,Aviation,2024-08
"Cape Town",27.334951,Aviation,2024-08
Chengdu,67.047131,Aviation,2024-08
Chicago,468.323185,Aviation,2024-08
Chongqing,196.029359,Aviation,2024-08
Copenhagen,8.329560,Aviation,2024-08
Hangzhou,123.562757,Aviation,2024-08
Helsinki,6.332265,Aviation,2024-08
Houston,164.042757,Aviation,2024-08
Istanbul,81.196131,Aviation,2024-08
Jinan,58.151370,Aviation,2024-08
London,275.631331,Aviation,2024-08
"Los Angeles",482.024247,Aviation,2024-08
Lyon,1.148925,Aviation,2024-08
Madrid,138.613021,Aviation,2024-08
Marseille,2.711306,Aviation,2024-08
Melbourne,43.547382,Aviation,2024-08
"Mexico City",30.239371,Aviation,2024-08
Miami,171.354346,Aviation,2024-08
Milan,18.532966,Aviation,2024-08
Moscow,56.064746,Aviation,2024-08
Munich,4.738092,Aviation,2024-08
Nanjing,62.427266,Aviation,2024-08
"New Delhi",86.428366,Aviation,2024-08
"New York",456.835612,Aviation,2024-08
Nice,5.401434,Aviation,2024-08
Osaka,68.654730,Aviation,2024-08
Oslo,4.714564,Aviation,2024-08
Paris,93.070127,Aviation,2024-08
Qingdao,79.539218,Aviation,2024-08
Rome,52.909211,Aviation,2024-08
"San Francisco",154.475638,Aviation,2024-08
Santiago,45.902083,Aviation,2024-08
Seattle,185.534991,Aviation,2024-08
Seoul,57.681913,Aviation,2024-08
Shanghai,233.320694,Aviation,2024-08
Stockholm,11.929940,Aviation,2024-08
Sydney,61.298562,Aviation,2024-08
Tokyo,177.464950,Aviation,2024-08
Total,5121.812306,Aviation,2024-08
Washington,283.056360,Aviation,2024-08
Amsterdam,175.392243,"Ground Transport",2024-08
Bangkok,576.111580,"Ground Transport",2024-08
Barcelona,93.579581,"Ground Transport",2024-08
Beijing,1599.685265,"Ground Transport",2024-08
Berlin,149.491791,"Ground Transport",2024-08
Bogota,215.344260,"Ground Transport",2024-08
"Cape Town",179.328595,"Ground Transport",2024-08
Chengdu,497.342151,"Ground Transport",2024-08
Chicago,992.676837,"Ground Transport",2024-08
Chongqing,1140.998898,"Ground Transport",2024-08
Copenhagen,63.075035,"Ground Transport",2024-08
Hangzhou,728.080780,"Ground Transport",2024-08
Helsinki,78.194569,"Ground Transport",2024-08
Houston,695.378132,"Ground Transport",2024-08
Istanbul,449.359372,"Ground Transport",2024-08
Jinan,285.150259,"Ground Transport",2024-08
London,596.552674,"Ground Transport",2024-08
"Los Angeles",2045.766593,"Ground Transport",2024-08
Lyon,24.403383,"Ground Transport",2024-08
Madrid,148.301001,"Ground Transport",2024-08
Marseille,24.091669,"Ground Transport",2024-08
Melbourne,426.841362,"Ground Transport",2024-08
"Mexico City",643.326270,"Ground Transport",2024-08
Miami,556.809047,"Ground Transport",2024-08
Milan,28.602163,"Ground Transport",2024-08
Moscow,182.509283,"Ground Transport",2024-08
Munich,55.176318,"Ground Transport",2024-08
Nanjing,596.868676,"Ground Transport",2024-08
"New Delhi",156.407858,"Ground Transport",2024-08
"New York",1283.307341,"Ground Transport",2024-08
Nice,14.895326,"Ground Transport",2024-08
Osaka,596.577438,"Ground Transport",2024-08
Oslo,11.842004,"Ground Transport",2024-08
Paris,259.374386,"Ground Transport",2024-08
Qingdao,433.256644,"Ground Transport",2024-08
Rome,110.131208,"Ground Transport",2024-08
"San Francisco",589.972796,"Ground Transport",2024-08
Santiago,348.348370,"Ground Transport",2024-08
Seattle,578.910108,"Ground Transport",2024-08
Seoul,965.185305,"Ground Transport",2024-08
Shanghai,1403.886391,"Ground Transport",2024-08
Stockholm,43.732406,"Ground Transport",2024-08
Sydney,307.493697,"Ground Transport",2024-08
Tokyo,966.167730,"Ground Transport",2024-08
Total,22113.875006,"Ground Transport",2024-08
Washington,795.948217,"Ground Transport",2024-08
Amsterdam,441.093856,Industry,2024-08
Bangkok,982.879916,Industry,2024-08
Barcelona,160.262158,Industry,2024-08
Beijing,6647.009713,Industry,2024-08
Berlin,196.167743,Industry,2024-08
Bogota,200.560518,Industry,2024-08
"Cape Town",895.099825,Industry,2024-08
Chengdu,4144.448805,Industry,2024-08
Chicago,3671.538380,Industry,2024-08
Chongqing,4722.262984,Industry,2024-08
Copenhagen,86.154935,Industry,2024-08
Hangzhou,3043.842896,Industry,2024-08
Helsinki,84.620881,Industry,2024-08
Houston,2045.200218,Industry,2024-08
Istanbul,672.360820,Industry,2024-08
Jinan,1727.819729,Industry,2024-08
London,628.309612,Industry,2024-08
"Los Angeles",4094.609182,Industry,2024-08
Lyon,35.580099,Industry,2024-08
Madrid,243.703168,Industry,2024-08
Marseille,35.903639,Industry,2024-08
Melbourne,925.534991,Industry,2024-08
"Mexico City",1305.966194,Industry,2024-08
Miami,1043.301571,Industry,2024-08
Milan,34.943332,Industry,2024-08
Moscow,779.498285,Industry,2024-08
Munich,70.853823,Industry,2024-08
Nanjing,4387.956135,Industry,2024-08
"New Delhi",415.091172,Industry,2024-08
"New York",3047.149995,Industry,2024-08
Nice,20.746469,Industry,2024-08
Osaka,1928.233651,Industry,2024-08
Oslo,180.802042,Industry,2024-08
Paris,403.680794,Industry,2024-08
Qingdao,1221.357286,Industry,2024-08
Rome,95.506301,Industry,2024-08
"San Francisco",1472.532670,Industry,2024-08
Santiago,361.014756,Industry,2024-08
Seattle,672.344542,Industry,2024-08
Seoul,2252.126138,Industry,2024-08
Shanghai,28158.788313,Industry,2024-08
Stockholm,57.808867,Industry,2024-08
Sydney,944.022740,Industry,2024-08
Tokyo,3741.068087,Industry,2024-08
Total,89485.107974,Industry,2024-08
Washington,1205.350744,Industry,2024-08
Amsterdam,12.719148,Power,2024-08
Bangkok,8.855384,Power,2024-08
Barcelona,83.583560,Power,2024-08
Beijing,2894.094720,Power,2024-08
Berlin,203.957055,Power,2024-08
Bogota,1.327746,Power,2024-08
