Area,"CO2 (Kt)",Sector,Date
Seattle,671.866612,Industry,2024-03
Seoul,2450.424484,Industry,2024-03
Shanghai,32165.720603,Industry,2024-03
Stockholm,70.453445,Industry,2024-03
Sydney,754.585984,Industry,2024-03
Tokyo,4382.499109,Industry,2024-03
Total,98119.576267,Industry,2024-03
Washington,1203.939775,Industry,2024-03
Amsterdam,17.731660,Power,2024-03
Bangkok,8.605804,Power,2024-03
Barcelona,54.801180,Power,2024-03
Beijing,2388.677934,Power,2024-03
Berlin,261.381573,Power,2024-03
Bogota,1.043937,Power,2024-03
"Cape Town",0.084684,Power,2024-03
Chengdu,847.039331,Power,2024-03
Chicago,1292.953154,Power,2024-03
Chongqing,5011.010601,Power,2024-03
Copenhagen,21.741954,Power,2024-03
Hangzhou,606.751974,Power,2024-03
Helsinki,230.156304,Power,2024-03
Houston,1742.778922,Power,2024-03
Istanbul,59.507918,Power,2024-03
Jinan,3483.788971,Power,2024-03
London,105.930740,Power,2024-03
"Los Angeles",1115.292159,Power,2024-03
Lyon,8.037883,Power,2024-03
Madrid,4.210782,Power,2024-03
Marseille,0.000000,Power,2024-03
Melbourne,77.990247,Power,2024-03
"Mexico City",674.079432,Power,2024-03
Miami,377.939209,Power,2024-03
Milan,62.498302,Power,2024-03
Moscow,4301.135588,Power,2024-03
Munich,183.201833,Power,2024-03
Nanjing,2900.418823,Power,2024-03
"New Delhi",400.998809,Power,2024-03
"New York",1923.244028,Power,2024-03
Nice,0.000000,Power,2024-03
Osaka,2366.933335,Power,2024-03
Oslo,0.535807,Power,2024-03
Paris,43.616106,Power,2024-03
Qingdao,219.470678,Power,2024-03
Rome,9.118338,Power,2024-03
"San Francisco",629.943241,Power,2024-03
Santiago,122.048542,Power,2024-03
Seattle,47.220744,Power,2024-03
Seoul,2584.948304,Power,2024-03
Shanghai,3295.937355,Power,2024-03
Stockholm,5.317164,Power,2024-03
Sydney,60.871736,Power,2024-03
Tokyo,8414.876156,Power,2024-03
Total,46060.487869,Power,2024-03
Washington,96.616651,Power,2024-03
Amsterdam,305.230876,Residential,2024-03
Bangkok,38.687266,Residential,2024-03
Barcelona,247.809634,Residential,2024-03
Beijing,1172.854448,Residential,2024-03
Berlin,685.189309,Residential,2024-03
Bogota,110.575490,Residential,2024-03
"Cape Town",103.400868,Residential,2024-03
Chengdu,758.906814,Residential,2024-03
Chicago,1651.666983,Residential,2024-03
Chongqing,1591.076370,Residential,2024-03
Copenhagen,80.442057,Residential,2024-03
Hangzhou,493.321407,Residential,2024-03
Helsinki,76.067878,Residential,2024-03
Houston,971.506726,Residential,2024-03
Istanbul,1277.581724,Residential,2024-03
Jinan,370.990773,Residential,2024-03
London,1470.458019,Residential,2024-03
"Los Angeles",3248.578944,Residential,2024-03
Lyon,121.362911,Residential,2024-03
Madrid,417.806373,Residential,2024-03
Marseille,99.464356,Residential,2024-03
Melbourne,164.154832,Residential,2024-03
"Mexico City",167.695709,Residential,2024-03
Miami,1016.305523,Residential,2024-03
Milan,174.284980,Residential,2024-03
Moscow,1694.979449,Residential,2024-03
Munich,250.365204,Residential,2024-03
Nanjing,456.628091,Residential,2024-03
"New Delhi",134.837579,Residential,2024-03
"New York",2766.486031,Residential,2024-03
Nice,27.737096,Residential,2024-03
Osaka,1891.617107,Residential,2024-03
Oslo,19.094573,Residential,2024-03
Paris,1341.737088,Residential,2024-03
Qingdao,360.078596,Residential,2024-03
Rome,371.232977,Residential,2024-03
"San Francisco",1041.346627,Residential,2024-03
Santiago,169.120876,Residential,2024-03
Seattle,607.529657,Residential,2024-03
Seoul,3688.797958,Residential,2024-03
Shanghai,1286.983350,Residential,2024-03
Stockholm,16.883181,Residential,2024-03
Sydney,165.546526,Residential,2024-03
Tokyo,4048.977242,Residential,2024-03
Total,38339.109001,Residential,2024-03
Washington,1183.709524,Residential,2024-03
Amsterdam,1212.407618,Total,2024-03
Bangkok,1441.898296,Total,2024-03
Barcelona,644.300960,Total,2024-03
Beijing,13044.583354,Total,2024-03
Berlin,1364.107230,Total,2024-03
Bogota,543.890567,Total,2024-03
"Cape Town",1028.570741,Total,2024-03
Chengdu,6936.380721,Total,2024-03
Chicago,7925.223595,Total,2024-03
Chongqing,13403.789552,Total,2024-03
Copenhagen,252.951607,Total,2024-03
Hangzhou,5465.228527,Total,2024-03
Helsinki,506.165832,Total,2024-03
Houston,5568.673313,Total,2024-03
Istanbul,2645.357443,Total,2024-03
Jinan,6194.714366,Total,2024-03
London,3068.099789,Total,2024-03
"Los Angeles",10923.829032,Total,2024-03
Lyon,205.911062,Total,2024-03
Madrid,1144.389788,Total,2024-03
Marseille,175.793609,Total,2024-03
Melbourne,1474.589752,Total,2024-03
"Mexico City",2518.879180,Total,2024-03
Miami,3203.804947,Total,2024-03
Milan,365.908482,Total,2024-03
Moscow,6999.214772,Total,2024-03
Munich,572.574438,Total,2024-03
Nanjing,9007.025527,Total,2024-03
"New Delhi",1210.211925,Total,2024-03
"New York",9416.849293,Total,2024-03
Nice,74.692480,Total,2024-03
Osaka,7190.551294,Total,2024-03
Oslo,244.578807,Total,2024-03
Paris,2324.034445,Total,2024-03
Qingdao,2496.166916,Total,2024-03
Rome,734.477018,Total,2024-03
"San Francisco",3851.075592,Total,2024-03
Santiago,961.551917,Total,2024-03
Seattle,2050.893765,Total,2024-03
Seoul,9718.004342,Total,2024-03
Shanghai,38405.489138,Total,2024-03
Stockholm,145.273690,Total,2024-03
Sydney,1367.533049,Total,2024-03
Tokyo,17997.687812,Total,2024-03
Washington,3525.043570,Total,2024-03
Amsterdam,109.814526,Aviation,2024-04
Bangkok,32.589080,Aviation,2024-04
Barcelona,22.678350,Aviation,2024-04
Beijing,267.312094,Aviation,2024-04
Berlin,46.955181,Aviation,2024-04
Bogota,28.937705,Aviation,2024-04
"Cape Town",29.965141,Aviation,2024-04
Chengdu,57.167172,Aviation,2024-04
Chicago,416.164139,Aviation,2024-04
Chongqing,174.053433,Aviation,2024-04
Copenhagen,6.895886,Aviation,2024-04
Hangzhou,101.268147,Aviation,2024-04
Helsinki,11.657624,Aviation,2024-04
Houston,155.638987,Aviation,2024-04
Istanbul,73.395917,Aviation,2024-04
Jinan,46.582951,Aviation,2024-04
London,249.521427,Aviation,2024-04
"Los Angeles",449.293775,Aviation,2024-04
Lyon,0.987322,Aviation,2024-04
Madrid,119.341117,Aviation,2024-04
Marseille,2.006763,Aviation,2024-04
Melbourne,42.482607,Aviation,2024-04
"Mexico City",28.508627,Aviation,2024-04
Miami,181.047509,Aviation,2024-04
Milan,16.794258,Aviation,2024-04
Moscow,44.295825,Aviation,2024-04
Munich,4.203783,Aviation,2024-04
Nanjing,51.518186,Aviation,2024-04
"New Delhi",81.847698,Aviation,2024-04
"New York",416.820614,Aviation,2024-04
Nice,3.454858,Aviation,2024-04
Osaka,59.715961,Aviation,2024-04
Oslo,3.696211,Aviation,2024-04
Paris,77.711132,Aviation,2024-04
Qingdao,63.946002,Aviation,2024-04
Rome,42.402272,Aviation,2024-04
"San Francisco",140.440249,Aviation,2024-04
Santiago,41.752562,Aviation,2024-04
Seattle,148.043283,Aviation,2024-04
Seoul,53.418337,Aviation,2024-04
Shanghai,204.977840,Aviation,2024-04
Stockholm,9.747586,Aviation,2024-04
Sydney,61.350823,Aviation,2024-04
Tokyo,171.926079,Aviation,2024-04
Total,4608.717745,Aviation,2024-04
Washington,256.388710,Aviation,2024-04
Amsterdam,174.491868,"Ground Transport",2024-04
Bangkok,521.033699,"Ground Transport",2024-04
Barcelona,99.086338,"Ground Transport",2024-04
Beijing,1567.176942,"Ground Transport",2024-04
Berlin,144.463031,"Ground Transport",2024-04
Bogota,208.887806,"Ground Transport",2024-04
"Cape Town",169.950219,"Ground Transport",2024-04
Chengdu,488.730158,"Ground Transport",2024-04
Chicago,945.783366,"Ground Transport",2024-04
Chongqing,1121.209489,"Ground Transport",2024-04
Copenhagen,59.949162,"Ground Transport",2024-04
Hangzhou,722.329078,"Ground Transport",2024-04
Helsinki,69.763955,"Ground Transport",2024-04
Houston,654.828039,"Ground Transport",2024-04
Istanbul,433.851705,"Ground Transport",2024-04
Jinan,284.702193,"Ground Transport",2024-04
London,579.955800,"Ground Transport",2024-04
"Los Angeles",1968.287614,"Ground Transport",2024-04
Lyon,25.279155,"Ground Transport",2024-04
Madrid,291.414043,"Ground Transport",2024-04
Marseille,23.891688,"Ground Transport",2024-04
Melbourne,428.296565,"Ground Transport",2024-04
"Mexico City",602.559510,"Ground Transport",2024-04
Miami,543.494024,"Ground Transport",2024-04
Milan,46.354513,"Ground Transport",2024-04
Moscow,182.304520,"Ground Transport",2024-04
Munich,52.015641,"Ground Transport",2024-04
Nanjing,579.631739,"Ground Transport",2024-04
"New Delhi",146.519488,"Ground Transport",2024-04
"New York",1245.423708,"Ground Transport",2024-04
Nice,14.252370,"Ground Transport",2024-04
Osaka,578.688868,"Ground Transport",2024-04
Oslo,11.168050,"Ground Transport",2024-04
Paris,295.654404,"Ground Transport",2024-04
Qingdao,434.213381,"Ground Transport",2024-04
Rome,149.594931,"Ground Transport",2024-04
"San Francisco",560.954109,"Ground Transport",2024-04
Santiago,323.438380,"Ground Transport",2024-04
Seattle,549.805066,"Ground Transport",2024-04
Seoul,901.856305,"Ground Transport",2024-04
Shanghai,1401.106540,"Ground Transport",2024-04
Stockholm,41.472371,"Ground Transport",2024-04
Sydney,308.404045,"Ground Transport",2024-04
Tokyo,938.329663,"Ground Transport",2024-04
Total,21667.875157,"Ground Transport",2024-04
Washington,777.271625,"Ground Transport",2024-04
Amsterdam,512.568513,Industry,2024-04
Bangkok,807.208044,Industry,2024-04
Barcelona,233.517239,Industry,2024-04
Beijing,7041.783710,Industry,2024-04
Berlin,224.833393,Industry,2024-04
Bogota,184.944987,Industry,2024-04
"Cape Town",712.561952,Industry,2024-04
Chengdu,4399.128962,Industry,2024-04
Chicago,3591.181649,Industry,2024-04
Chongqing,5048.363274,Industry,2024-04
Copenhagen,80.662274,Industry,2024-04
Hangzhou,3236.937328,Industry,2024-04
Helsinki,100.056757,Industry,2024-04
Houston,1954.873399,Industry,2024-04
Istanbul,703.917315,Industry,2024-04
Jinan,1838.868762,Industry,2024-04
London,603.323308,Industry,2024-04
"Los Angeles",4014.723808,Industry,2024-04
Lyon,46.384595,Industry,2024-04
Madrid,355.201831,Industry,2024-04
Marseille,47.486586,Industry,2024-04
Melbourne,756.873961,Industry,2024-04
"Mexico City",1074.289616,Industry,2024-04
Miami,1037.254203,Industry,2024-04
Milan,57.535364,Industry,2024-04
Moscow,753.198686,Industry,2024-04
Munich,81.082915,Industry,2024-04
Nanjing,4615.423760,Industry,2024-04
"New Delhi",398.202769,Industry,2024-04
"New York",3007.490543,Industry,2024-04
Nice,28.024105,Industry,2024-04
Osaka,2044.438888,Industry,2024-04
Oslo,199.236282,Industry,2024-04
Paris,525.715419,Industry,2024-04
Qingdao,1297.425145,Industry,2024-04
Rome,149.900542,Industry,2024-04
"San Francisco",1431.560550,Industry,2024-04
Santiago,296.453398,Industry,2024-04
Seattle,667.393279,Industry,2024-04
Seoul,2266.621344,Industry,2024-04
Shanghai,29834.953234,Industry,2024-04
Stockholm,61.441629,Industry,2024-04
Sydney,772.103282,Industry,2024-04
Tokyo,3930.279882,Industry,2024-04
Total,92221.870856,Industry,2024-04
Washington,1196.444400,Industry,2024-04
Amsterdam,13.902212,Power,2024-04
Bangkok,7.791636,Power,2024-04
Barcelona,51.216048,Power,2024-04
Beijing,2103.879330,Power,2024-04
Berlin,188.564939,Power,2024-04
Bogota,1.090658,Power,2024-04
"Cape Town",0.084967,Power,2024-04
Chengdu,729.715995,Power,2024-04
Chicago,1176.378773,Power,2024-04
Chongqing,4338.781830,Power,2024-04
Copenhagen,12.713722,Power,2024-04
Hangzhou,524.972323,Power,2024-04
Helsinki,139.678145,Power,2024-04
Houston,1664.816489,Power,2024-04
Istanbul,63.305357,Power,2024-04
Jinan,3001.279556,Power,2024-04
London,76.283730,Power,2024-04
"Los Angeles",1138.799514,Power,2024-04
Lyon,2.254502,Power,2024-04
Madrid,4.047924,Power,2024-04
Marseille,0.000000,Power,2024-04
Melbourne,89.622562,Power,2024-04
"Mexico City",789.073768,Power,2024-04
Miami,384.810088,Power,2024-04
Milan,49.927300,Power,2024-04
Moscow,3394.392009,Power,2024-04
Munich,129.756542,Power,2024-04
Nanjing,2507.439840,Power,2024-04
"New Delhi",428.574519,Power,2024-04
"New York",1962.246105,Power,2024-04
Nice,0.000000,Power,2024-04
Osaka,1595.407918,Power,2024-04
Oslo,0.687886,Power,2024-04
Paris,12.572758,Power,2024-04
Qingdao,189.112442,Power,2024-04
Rome,7.246275,Power,2024-04
"San Francisco",642.198517,Power,2024-04
Santiago,142.432187,Power,2024-04
Seattle,48.556993,Power,2024-04
Seoul,2406.352599,Power,2024-04
Shanghai,2943.177686,Power,2024-04
Stockholm,1.961474,Power,2024-04
Sydney,70.122481,Power,2024-04
Tokyo,5692.977328,Power,2024-04
Total,38815.626171,Power,2024-04
Washington,87.419229,Power,2024-04
Amsterdam,255.261622,Residential,2024-04
Bangkok,40.450329,Residential,2024-04
Barcelona,195.732716,Residential,2024-04
Beijing,769.956003,Residential,2024-04
Berlin,528.672151,Residential,2024-04
Bogota,115.614650,Residential,2024-04
"Cape Town",108.113063,Residential,2024-04
Chengdu,498.207930,Residential,2024-04
Chicago,1316.276773,Residential,2024-04
Chongqing,1044.510636,Residential,2024-04
Copenhagen,58.098660,Residential,2024-04
Hangzhou,323.855782,Residential,2024-04
Helsinki,56.416559,Residential,2024-04
Houston,774.230598,Residential,2024-04
Istanbul,877.153844,Residential,2024-04
Jinan,243.548253,Residential,2024-04
London,1307.986219,Residential,2024-04
"Los Angeles",2588.916361,Residential,2024-04
Lyon,100.084068,Residential,2024-04
Madrid,330.004705,Residential,2024-04
Marseille,82.025044,Residential,2024-04
Melbourne,171.635717,Residential,2024-04
"Mexico City",175.337960,Residential,2024-04
Miami,809.932480,Residential,2024-04
Milan,129.270746,Residential,2024-04
Moscow,893.097712,Residential,2024-04
Munich,193.174703,Residential,2024-04
Nanjing,299.767617,Residential,2024-04
"New Delhi",108.631147,Residential,2024-04
"New York",2204.718452,Residential,2024-04
Nice,22.873925,Residential,2024-04
Osaka,835.607383,Residential,2024-04
Oslo,17.360950,Residential,2024-04
Paris,1106.487213,Residential,2024-04
Qingdao,236.384559,Residential,2024-04
Rome,275.350986,Residential,2024-04
"San Francisco",829.888766,Residential,2024-04
Santiago,213.243225,Residential,2024-04
Seattle,484.163888,Residential,2024-04
Seoul,1379.043236,Residential,2024-04
Shanghai,844.879377,Residential,2024-04
Stockholm,12.075452,Residential,2024-04
Sydney,173.090833,Residential,2024-04
Tokyo,1788.604869,Residential,2024-04
Total,25763.080341,Residential,2024-04
Washington,943.343195,Residential,2024-04
Amsterdam,1066.038736,Total,2024-04
Bangkok,1409.072791,Total,2024-04
Barcelona,602.230693,Total,2024-04
Beijing,11750.108072,Total,2024-04
Berlin,1133.488699,Total,2024-04
Bogota,539.475809,Total,2024-04
"Cape Town",1020.675345,Total,2024-04
Chengdu,6172.950216,Total,2024-04
Chicago,7445.784701,Total,2024-04
Chongqing,11726.918663,Total,2024-04
Copenhagen,218.319704,Total,2024-04
Hangzhou,4909.362659,Total,2024-04
Helsinki,377.573039,Total,2024-04
Houston,5204.387520,Total,2024-04
Istanbul,2151.624141,Total,2024-04
Jinan,5414.981704,Total,2024-04
London,2817.070473,Total,2024-04
"Los Angeles",10160.021071,Total,2024-04
Lyon,174.989646,Total,2024-04
Madrid,1100.009622,Total,2024-04
Marseille,155.410081,Total,2024-04
Melbourne,1488.911418,Total,2024-04
"Mexico City",2669.769479,Total,2024-04
Miami,2956.538311,Total,2024-04
Milan,299.882178,Total,2024-04
Moscow,5267.288751,Total,2024-04
Munich,460.233583,Total,2024-04
Nanjing,8053.781138,Total,2024-04
"New Delhi",1163.775617,Total,2024-04
"New York",8836.699412,Total,2024-04
Nice,68.605264,Total,2024-04
Osaka,5113.859023,Total,2024-04
Oslo,232.149378,Total,2024-04
Paris,2018.140931,Total,2024-04
Qingdao,2221.081531,Total,2024-04
Rome,624.495007,Total,2024-04
"San Francisco",3605.042185,Total,2024-04
Santiago,1017.319753,Total,2024-04
Seattle,1897.962503,Total,2024-04
Seoul,7007.291826,Total,2024-04
Shanghai,35229.094679,Total,2024-04
Stockholm,126.698515,Total,2024-04
Sydney,1385.071464,Total,2024-04
Tokyo,12522.117814,Total,2024-04
Washington,3260.867157,Total,2024-04
Amsterdam,117.109032,Aviation,2024-05
Bangkok,32.512513,Aviation,2024-05
Barcelona,25.136664,Aviation,2024-05
Beijing,281.261268,Aviation,2024-05
Berlin,51.448809,Aviation,2024-05
Bogota,29.069571,Aviation,2024-05
"Cape Town",27.892780,Aviation,2024-05
Chengdu,62.156180,Aviation,2024-05
Chicago,446.538679,Aviation,2024-05
Chongqing,184.005476,Aviation,2024-05
Copenhagen,7.458897,Aviation,2024-05
Hangzhou,106.190033,Aviation,2024-05
Helsinki,9.162292,Aviation,2024-05
Houston,163.448141,Aviation,2024-05
Istanbul,76.088088,Aviation,2024-05
Jinan,49.242038,Aviation,2024-05
London,266.249800,Aviation,2024-05
"Los Angeles",476.914191,Aviation,2024-05
Lyon,1.091010,Aviation,2024-05
Madrid,127.785727,Aviation,2024-05
Marseille,2.304574,Aviation,2024-05
Melbourne,42.335769,Aviation,2024-05
"Mexico City",29.562037,Aviation,2024-05
Miami,180.657637,Aviation,2024-05
Milan,17.558265,Aviation,2024-05
Moscow,47.541925,Aviation,2024-05
Munich,4.546525,Aviation,2024-05
Nanjing,52.917584,Aviation,2024-05
"New Delhi",84.828821,Aviation,2024-05
"New York",440.176029,Aviation,2024-05
Nice,4.560083,Aviation,2024-05
Osaka,62.626178,Aviation,2024-05
Oslo,4.006718,Aviation,2024-05
Paris,81.020823,Aviation,2024-05
Qingdao,66.910075,Aviation,2024-05
Rome,48.037804,Aviation,2024-05
"San Francisco",149.902655,Aviation,2024-05
Santiago,43.613546,Aviation,2024-05
Seattle,164.783385,Aviation,2024-05
Seoul,56.189063,Aviation,2024-05
Shanghai,215.720120,Aviation,2024-05
Stockholm,10.470217,Aviation,2024-05
Sydney,62.062507,Aviation,2024-05
Tokyo,177.356900,Aviation,2024-05
Total,4873.456592,Aviation,2024-05
Washington,283.006145,Aviation,2024-05
Amsterdam,177.583542,"Ground Transport",2024-05
Bangkok,568.338224,"Ground Transport",2024-05
Barcelona,105.659073,"Ground Transport",2024-05
Beijing,1612.801263,"Ground Transport",2024-05
Berlin,149.865374,"Ground Transport",2024-05
Bogota,216.085085,"Ground Transport",2024-05
"Cape Town",176.639520,"Ground Transport",2024-05
Chengdu,504.618786,"Ground Transport",2024-05
Chicago,999.048000,"Ground Transport",2024-05
Chongqing,1154.707165,"Ground Transport",2024-05
Copenhagen,63.455637,"Ground Transport",2024-05
Hangzhou,736.459969,"Ground Transport",2024-05
Helsinki,76.995624,"Ground Transport",2024-05
Houston,682.893370,"Ground Transport",2024-05
Istanbul,464.556015,"Ground Transport",2024-05
Jinan,292.636382,"Ground Transport",2024-05
London,604.875937,"Ground Transport",2024-05
"Los Angeles",2034.306569,"Ground Transport",2024-05
Lyon,26.562075,"Ground Transport",2024-05
Madrid,280.105137,"Ground Transport",2024-05
Marseille,24.528045,"Ground Transport",2024-05
Melbourne,443.775600,"Ground Transport",2024-05
"Mexico City",623.190336,"Ground Transport",2024-05
Miami,559.361219,"Ground Transport",2024-05
Milan,50.078302,"Ground Transport",2024-05
Moscow,172.515226,"Ground Transport",2024-05
Munich,53.214842,"Ground Transport",2024-05
Nanjing,596.903777,"Ground Transport",2024-05
"New Delhi",152.716528,"Ground Transport",2024-05
"New York",1302.094312,"Ground Transport",2024-05
Nice,14.821112,"Ground Transport",2024-05
Osaka,595.541092,"Ground Transport",2024-05
Oslo,11.606850,"Ground Transport",2024-05
Paris,304.755527,"Ground Transport",2024-05
Qingdao,446.061944,"Ground Transport",2024-05
Rome,158.801580,"Ground Transport",2024-05
"San Francisco",588.637029,"Ground Transport",2024-05
Santiago,333.373332,"Ground Transport",2024-05
Seattle,570.831009,"Ground Transport",2024-05
Seoul,961.492048,"Ground Transport",2024-05
Shanghai,1438.706260,"Ground Transport",2024-05
Stockholm,45.527929,"Ground Transport",2024-05
Sydney,319.575696,"Ground Transport",2024-05
Tokyo,965.840741,"Ground Transport",2024-05
Total,22470.062117,"Ground Transport",2024-05
Washington,807.919047,"Ground Transport",2024-05
Amsterdam,504.996501,Industry,2024-05
Bangkok,892.675314,Industry,2024-05
Barcelona,244.434975,Industry,2024-05
Beijing,7362.286956,Industry,2024-05
Berlin,205.222643,Industry,2024-05
Bogota,196.494065,Industry,2024-05
"Cape Town",791.368704,Industry,2024-05
Chengdu,4602.276205,Industry,2024-05
Chicago,3613.778235,Industry,2024-05
Chongqing,5266.506433,Industry,2024-05
Copenhagen,84.731444,Industry,2024-05
Hangzhou,3383.197210,Industry,2024-05
Helsinki,98.955167,Industry,2024-05
Houston,1975.721375,Industry,2024-05
Istanbul,734.391990,Industry,2024-05
Jinan,1922.452492,Industry,2024-05
London,637.728402,Industry,2024-05
"Los Angeles",4036.260228,Industry,2024-05
Lyon,43.372867,Industry,2024-05
Madrid,371.595242,Industry,2024-05
Marseille,44.266705,Industry,2024-05
Melbourne,836.584872,Industry,2024-05
"Mexico City",1184.423043,Industry,2024-05
Miami,1038.816533,Industry,2024-05
Milan,64.231684,Industry,2024-05
Moscow,756.665069,Industry,2024-05
Munich,74.094469,Industry,2024-05
Nanjing,4831.248834,Industry,2024-05
"New Delhi",420.844456,Industry,2024-05
"New York",3019.415071,Industry,2024-05
Nice,26.009947,Industry,2024-05
Osaka,2030.678357,Industry,2024-05
Oslo,193.172482,Industry,2024-05
Paris,491.682537,Industry,2024-05
Qingdao,1356.421596,Industry,2024-05
Rome,169.219529,Industry,2024-05
"San Francisco",1441.753428,Industry,2024-05
Santiago,328.333895,Industry,2024-05
Seattle,668.563959,Industry,2024-05
Seoul,2375.936090,Industry,2024-05
Shanghai,31200.629947,Industry,2024-05
Stockholm,62.494180,Industry,2024-05
Sydney,853.437336,Industry,2024-05
Tokyo,3913.337549,Industry,2024-05
Total,95549.906533,Industry,2024-05
Washington,1199.198526,Industry,2024-05
Amsterdam,14.854643,Power,2024-05
Bangkok,7.948477,Power,2024-05
Barcelona,52.925154,Power,2024-05
Beijing,2056.907120,Power,2024-05
Berlin,181.505441,Power,2024-05
Bogota,1.287145,Power,2024-05
"Cape Town",0.102310,Power,2024-05
Chengdu,720.084592,Power,2024-05
Chicago,1424.181609,Power,2024-05
Chongqing,4252.680760,Power,2024-05
Copenhagen,10.273668,Power,2024-05
Hangzhou,517.556309,Power,2024-05
Helsinki,89.571781,Power,2024-05
Houston,2025.443129,Power,2024-05
Istanbul,70.632544,Power,2024-05
Jinan,2961.674142,Power,2024-05
London,98.662573,Power,2024-05
"Los Angeles",1385.421264,Power,2024-05
Lyon,1.493768,Power,2024-05
Madrid,4.376524,Power,2024-05
Marseille,0.000000,Power,2024-05
Melbourne,94.408794,Power,2024-05
"Mexico City",950.750005,Power,2024-05
Miami,463.271555,Power,2024-05
Milan,47.697695,Power,2024-05
Moscow,3056.007509,Power,2024-05
Munich,123.262408,Power,2024-05
Nanjing,2475.048531,Power,2024-05
"New Delhi",431.577783,Power,2024-05
"New York",2398.480328,Power,2024-05
Nice,0.000000,Power,2024-05
Osaka,1549.846851,Power,2024-05
Oslo,0.796102,Power,2024-05
Paris,8.062169,Power,2024-05
Qingdao,186.623399,Power,2024-05
Rome,6.945729,Power,2024-05
"San Francisco",777.937376,Power,2024-05
Santiago,173.823759,Power,2024-05
Seattle,59.202320,Power,2024-05
Seoul,2556.149571,Power,2024-05
Shanghai,2853.940862,Power,2024-05
Stockholm,1.305979,Power,2024-05
Sydney,74.113648,Power,2024-05
Tokyo,5579.658167,Power,2024-05
Total,39852.018998,Power,2024-05
Washington,105.525523,Power,2024-05
Amsterdam,132.561741,Residential,2024-05
Bangkok,42.763532,Residential,2024-05
Barcelona,164.130683,Residential,2024-05
Beijing,667.286417,Residential,2024-05
Berlin,275.221003,Residential,2024-05
Bogota,122.226218,Residential,2024-05
"Cape Town",232.065944,Residential,2024-05
Chengdu,431.774462,Residential,2024-05
Chicago,1010.593259,Residential,2024-05
Chongqing,905.230518,Residential,2024-05
Copenhagen,43.782496,Residential,2024-05
Hangzhou,280.671371,Residential,2024-05
Helsinki,53.577867,Residential,2024-05
Houston,594.428757,Residential,2024-05
Istanbul,387.189292,Residential,2024-05
Jinan,211.072365,Residential,2024-05
London,962.704275,Residential,2024-05
"Los Angeles",1987.683648,Residential,2024-05
Lyon,75.019294,Residential,2024-05
Madrid,276.723910,Residential,2024-05
Marseille,61.482896,Residential,2024-05
Melbourne,181.450924,Residential,2024-05
"Mexico City",185.364882,Residential,2024-05
Miami,621.839353,Residential,2024-05
Milan,85.280492,Residential,2024-05
Moscow,759.654530,Residential,2024-05
Munich,100.564495,Residential,2024-05
Nanjing,259.795126,Residential,2024-05
"New Delhi",97.623356,Residential,2024-05
"New York",1692.708002,Residential,2024-05
Nice,17.145450,Residential,2024-05
Osaka,617.790574,Residential,2024-05
Oslo,14.559850,Residential,2024-05
Paris,829.382473,Residential,2024-05
Qingdao,204.863872,Residential,2024-05
Rome,181.650220,Residential,2024-05
"San Francisco",637.161031,Residential,2024-05
Santiago,317.444553,Residential,2024-05
Seattle,371.724809,Residential,2024-05
Seoul,1045.361595,Residential,2024-05
Shanghai,732.218819,Residential,2024-05
Stockholm,10.624071,Residential,2024-05
Sydney,182.989250,Residential,2024-05
Tokyo,1322.371087,Residential,2024-05
Total,20112.026399,Residential,2024-05
Washington,724.267624,Residential,2024-05
Amsterdam,947.105457,Total,2024-05
Bangkok,1544.238062,Total,2024-05
Barcelona,592.286553,Total,2024-05
Beijing,11980.543026,Total,2024-05
Berlin,863.263273,Total,2024-05
Bogota,565.162088,Total,2024-05
"Cape Town",1228.069258,Total,2024-05
Chengdu,6320.910217,Total,2024-05
Chicago,7494.139777,Total,2024-05
Chongqing,11763.130353,Total,2024-05
Copenhagen,209.702143,Total,2024-05
Hangzhou,5024.074893,Total,2024-05
Helsinki,328.262733,Total,2024-05
Houston,5441.934769,Total,2024-05
Istanbul,1732.857930,Total,2024-05
Jinan,5437.077424,Total,2024-05
London,2570.220983,Total,2024-05
"Los Angeles",9920.585902,Total,2024-05
Lyon,147.539011,Total,2024-05
Madrid,1060.586537,Total,2024-05
Marseille,132.582218,Total,2024-05
Melbourne,1598.555962,Total,2024-05
"Mexico City",2973.290301,Total,2024-05
Miami,2863.946292,Total,2024-05
Milan,264.846444,Total,2024-05
Moscow,4792.384262,Total,2024-05
Munich,355.682738,Total,2024-05
Nanjing,8215.913852,Total,2024-05
"New Delhi",1187.590939,Total,2024-05
"New York",8852.873742,Total,2024-05
Nice,62.536590,Total,2024-05
Osaka,4856.483064,Total,2024-05
Oslo,224.141999,Total,2024-05
Paris,1714.903529,Total,2024-05
Qingdao,2260.880882,Total,2024-05
Rome,564.654859,Total,2024-05
"San Francisco",3595.391518,Total,2024-05
Santiago,1196.589082,Total,2024-05
Seattle,1835.105485,Total,2024-05
Seoul,6995.128370,Total,2024-05
Shanghai,36441.216007,Total,2024-05
Stockholm,130.422381,Total,2024-05
Sydney,1492.178444,Total,2024-05
Tokyo,11958.564442,Total,2024-05
Washington,3119.916860,Total,2024-05
Amsterdam,113.794168,Aviation,2024-06
Bangkok,31.008683,Aviation,2024-06
Barcelona,25.817429,Aviation,2024-06
Beijing,279.103183,Aviation,2024-06
Berlin,50.673411,Aviation,2024-06
Bogota,28.363668,Aviation,2024-06
